AAA,progname,nmon
AAA,command,/usr/local/bin/nmon -f -t -F /var/log/nmon/kc2prapkc02_20161114_nmon.csv 
AAA,version,14i
AAA,disks_per_line,150
DISKBSIZE,T0026,4.3,0.0,4.3,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
ZZZZ,T0027,02:10:02,14-NOV-2016
CPU001,T0027,1.9,0.2,0.0,97.8
CPU002,T0027,4.7,0.3,0.0,95.0
CPU003,T0027,0.1,0.1,0.2,99.6
CPU004,T0027,0.3,0.1,0.0,99.7
CPU005,T0027,0.3,0.0,0.1,99.6
CPU006,T0027,0.1,0.1,0.0,99.8
CPU_ALL,T0027,1.2,0.1,0.0,98.6,,6
MEM,T0027,88673.0,-0.0,-0.0,16384.0,70739.0,-0.0,-0.0,16384.0,-0.0,1745.9,15315.3,-1.0,416.1,0.0,575.0
VM,T0027,36,0,0,8990,47561,-1,0,4580,0,0,92353,138,0,148283,0,0,0,0,0,0,0,0,0,97474,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0027,1,0,401.4,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
NET,T0027,0.0,74.7,9.2,0.3,0.0,30.0,15.9,0.0,
NETPACKET,T0027,0.0,62.9,34.9,3.3,0.0,62.6,43.8,0.0,
JFSFILE,T0027,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0027,0.3,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0027,7.9,0.0,7.2,0.8,7.3,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,7.3,0.0,0.0,3.3,0.0,1.6,0.8,0.0
DISKXFER,T0027,1.7,0.0,1.5,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.8,0.0,0.0,0.8,0.0,0.4,0.2,0.0
DISKBSIZE,T0027,4.7,0.0,4.8,4.2,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0028,02:15:02,14-NOV-2016
CPU001,T0028,3.6,0.3,0.0,96.2
CPU002,T0028,1.6,0.3,0.0,98.0
CPU003,T0028,0.1,0.1,0.1,99.7
CPU004,T0028,0.1,0.1,0.0,99.8
CPU005,T0028,0.1,0.0,0.0,99.9
CPU006,T0028,0.1,0.1,0.0,99.8
CPU_ALL,T0028,0.9,0.1,0.0,98.9,,6
MEM,T0028,88673.0,-0.0,-0.0,16384.0,70677.5,-0.0,-0.0,16384.0,-0.0,1746.0,15377.6,-1.0,416.4,0.0,575.0
VM,T0028,22,0,0,9098,45820,-1,0,4836,0,0,130305,119,0,201477,0,0,0,0,0,0,0,0,0,146090,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0028,1,0,377.5,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
NET,T0028,0.0,95.1,14.9,0.2,0.0,36.1,26.8,0.0,
NETPACKET,T0028,0.0,48.7,58.7,2.8,0.0,48.2,76.0,0.0,
JFSFILE,T0028,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0028,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0028,8.6,0.0,7.9,0.7,7.5,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,7.5,0.0,0.0,3.5,0.0,1.8,0.6,0.1
DISKXFER,T0028,1.8,0.0,1.7,0.2,1.9,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.9,0.0,0.0,0.9,0.0,0.4,0.2,0.0
DISKBSIZE,T0028,4.7,0.0,4.7,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
ZZZZ,T0029,02:20:02,14-NOV-2016
CPU001,T0029,4.8,0.3,0.0,94.9
CPU002,T0029,4.0,0.4,0.0,95.7
CPU003,T0029,0.2,0.1,0.1,99.6
CPU004,T0029,0.3,0.1,0.0,99.7
CPU005,T0029,0.1,0.0,0.0,99.8
CPU006,T0029,0.1,0.1,0.0,99.8
CPU_ALL,T0029,1.6,0.2,0.0,98.2,,6
MEM,T0029,88673.0,-0.0,-0.0,16384.0,70689.1,-0.0,-0.0,16384.0,-0.0,1746.1,15365.4,-1.0,416.8,0.0,575.0
VM,T0029,24,2,0,9003,45787,-1,0,4540,0,0,140591,130,0,183775,0,0,0,0,0,0,0,0,0,137500,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0029,2,0,475.9,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0029,0.0,136.0,18.3,0.3,0.0,52.6,32.7,0.0,
NETPACKET,T0029,0.0,90.4,71.1,3.4,0.0,90.6,91.5,0.0,
JFSFILE,T0029,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0029,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0029,7.7,0.0,6.9,0.8,7.4,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,7.4,0.0,0.0,3.3,0.0,1.5,0.8,0.0
DISKXFER,T0029,1.6,0.0,1.4,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.9,0.0,0.0,0.8,0.0,0.4,0.2,0.0
DISKBSIZE,T0029,4.8,0.0,4.9,4.2,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0030,02:25:02,14-NOV-2016
CPU001,T0030,2.3,0.2,0.0,97.5
CPU002,T0030,1.4,0.3,0.0,98.2
CPU003,T0030,0.1,0.1,0.1,99.8
CPU004,T0030,0.1,0.1,0.0,99.8
CPU005,T0030,0.1,0.0,0.1,99.7
CPU006,T0030,0.1,0.1,0.0,99.8
CPU_ALL,T0030,0.7,0.1,0.0,99.1,,6
MEM,T0030,88673.0,-0.0,-0.0,16384.0,70682.2,-0.0,-0.0,16384.0,-0.0,1746.1,15372.5,-1.0,417.7,0.0,574.7
VM,T0030,28,0,0,9032,45820,-1,0,12448,0,0,81380,353,0,146019,0,0,0,0,0,0,0,0,0,83118,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0030,2,0,382.7,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0030,0.0,55.0,9.2,0.2,0.0,24.9,13.2,0.0,
NETPACKET,T0030,0.0,45.6,35.6,2.8,0.0,46.1,43.5,0.0,
JFSFILE,T0030,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0030,0.5,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0030,34.4,0.0,33.7,0.7,7.1,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,7.1,0.0,0.0,3.6,0.2,1.6,0.6,0.1
DISKXFER,T0030,8.1,0.0,7.9,0.2,1.8,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,1.8,0.0,0.0,0.9,0.0,0.4,0.2,0.0
DISKBSIZE,T0030,4.2,0.0,4.2,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
ZZZZ,T0031,02:30:02,14-NOV-2016
CPU001,T0031,1.5,0.2,0.0,98.3
CPU002,T0031,1.2,0.3,0.0,98.5
CPU003,T0031,0.1,0.0,0.1,99.8
CPU004,T0031,0.1,0.1,0.0,99.8
CPU005,T0031,0.1,0.1,0.0,99.8
CPU006,T0031,0.1,0.1,0.0,99.8
CPU_ALL,T0031,0.5,0.1,0.0,99.3,,6
MEM,T0031,88673.0,-0.0,-0.0,16384.0,70667.9,-0.0,-0.0,16384.0,-0.0,1746.2,15387.1,-1.0,418.2,0.0,574.8
VM,T0031,36,1,0,8982,45779,-1,0,4472,0,0,70035,109,0,127069,0,0,0,0,0,0,0,0,0,73871,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0031,1,0,366.3,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0031,0.0,33.7,9.1,0.3,0.0,19.5,7.8,0.0,
NETPACKET,T0031,0.0,46.4,35.3,3.4,0.0,46.3,40.8,0.0,
JFSFILE,T0031,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0031,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0031,8.0,0.0,7.1,0.9,6.9,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,6.9,0.0,0.0,3.2,0.0,1.6,0.8,0.1
DISKXFER,T0031,1.7,0.0,1.5,0.2,1.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.7,0.0,0.0,0.8,0.0,0.4,0.2,0.0
DISKBSIZE,T0031,4.6,0.0,4.7,4.2,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
ZZZZ,T0032,02:35:02,14-NOV-2016
CPU001,T0032,3.0,0.2,0.0,96.8
CPU002,T0032,0.6,0.3,0.0,99.2
CPU003,T0032,0.0,0.0,0.1,99.8
CPU004,T0032,0.1,0.1,0.0,99.8
CPU005,T0032,0.1,0.1,0.0,99.8
CPU006,T0032,0.1,0.1,0.0,99.8
CPU_ALL,T0032,0.7,0.1,0.0,99.2,,6
MEM,T0032,88673.0,-0.0,-0.0,16384.0,70660.5,-0.0,-0.0,16384.0,-0.0,1746.3,15394.2,-1.0,418.6,0.0,574.9
VM,T0032,28,0,0,9054,45813,-1,0,4352,0,0,74693,107,0,143802,0,0,0,0,0,0,0,0,0,76607,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0032,1,0,299.6,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0032,0.0,29.8,5.6,0.3,0.0,14.5,7.5,0.0,
NETPACKET,T0032,0.0,25.3,23.3,3.0,0.0,24.7,26.2,0.0,
JFSFILE,T0032,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0032,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0032,7.7,0.0,7.1,0.6,6.8,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,6.8,0.0,0.0,3.3,0.0,1.6,0.6,0.0
DISKXFER,T0032,1.6,0.0,1.5,0.1,1.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.7,0.0,0.0,0.8,0.0,0.4,0.2,0.0
DISKBSIZE,T0032,4.7,0.0,4.7,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0033,02:40:02,14-NOV-2016
CPU001,T0033,6.6,0.4,0.0,92.9
CPU002,T0033,5.3,0.3,0.0,94.3
CPU003,T0033,1.1,0.1,0.1,98.7
CPU004,T0033,4.0,0.2,0.0,95.8
CPU005,T0033,1.9,0.2,0.0,97.9
CPU006,T0033,5.4,0.4,0.0,94.2
CPU_ALL,T0033,4.1,0.3,0.0,95.6,,6
MEM,T0033,88673.0,-0.0,-0.0,16384.0,70688.7,-0.0,-0.0,16384.0,-0.0,1746.4,15365.5,-1.0,419.1,0.0,575.1
VM,T0033,48,0,0,9128,46143,-1,0,6832,0,0,1519972,175,0,321636,0,0,0,0,0,0,0,0,0,1512638,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0033,1,0,518.2,-1.0,-1.0,-1.0,1.3,-1.0,-1.0,-1.0
NET,T0033,0.0,49.8,16.3,0.3,0.0,25.2,15.3,0.0,
NETPACKET,T0033,0.2,65.8,55.1,3.2,0.2,68.6,64.3,0.0,
JFSFILE,T0033,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0033,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0033,10.8,0.0,10.0,0.8,12.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,12.0,0.0,0.0,3.8,0.4,2.3,0.8,0.0
DISKXFER,T0033,2.3,0.0,2.1,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,3.0,0.0,0.0,1.0,0.1,0.6,0.2,0.0
DISKBSIZE,T0033,4.6,0.0,4.6,4.2,5.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0
ZZZZ,T0034,02:45:02,14-NOV-2016
CPU001,T0034,3.6,0.2,0.0,96.2
CPU002,T0034,1.5,0.3,0.0,98.2
CPU003,T0034,0.2,0.1,0.2,99.6
CPU004,T0034,0.6,0.1,0.0,99.3
CPU005,T0034,0.2,0.1,0.2,99.5
CPU006,T0034,0.2,0.1,0.0,99.7
CPU_ALL,T0034,1.0,0.1,0.1,98.7,,6
MEM,T0034,88673.0,-0.0,-0.0,16384.0,70678.3,-0.0,-0.0,16384.0,-0.0,1746.5,15376.6,-1.0,419.6,0.0,574.7
VM,T0034,23,0,0,9059,47738,-1,0,11068,0,0,86613,295,0,163833,0,0,0,0,0,0,0,0,0,89313,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0034,1,0,419.7,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0034,0.0,55.1,10.0,0.3,0.0,28.3,10.6,0.0,
NETPACKET,T0034,0.1,64.0,36.2,3.0,0.1,63.7,42.2,0.0,
JFSFILE,T0034,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0034,0.5,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0034,29.7,0.0,28.9,0.9,7.2,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,7.2,0.0,0.0,3.5,0.3,2.5,0.7,0.1
DISKXFER,T0034,6.8,0.0,6.6,0.2,1.7,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,1.8,0.0,0.0,0.9,0.1,0.6,0.2,0.0
DISKBSIZE,T0034,4.4,0.0,4.4,4.1,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
ZZZZ,T0035,02:50:02,14-NOV-2016
CPU001,T0035,2.7,0.2,0.1,97.0
CPU002,T0035,2.9,0.3,0.0,96.8
CPU003,T0035,0.1,0.1,0.3,99.5
CPU004,T0035,0.1,0.1,0.0,99.8
CPU005,T0035,0.1,0.0,0.1,99.7
CPU006,T0035,0.1,0.1,0.0,99.8
CPU_ALL,T0035,1.0,0.1,0.1,98.8,,6
MEM,T0035,88673.0,-0.0,-0.0,16384.0,70667.3,-0.0,-0.0,16384.0,-0.0,1746.7,15386.8,-1.0,420.0,0.0,574.7
VM,T0035,27,0,0,9040,47710,-1,0,4724,0,0,74733,132,0,127204,0,0,0,0,0,0,0,0,0,77367,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0035,1,0,523.4,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0035,0.0,79.1,20.9,0.3,0.0,43.1,18.7,0.0,
NETPACKET,T0035,0.0,103.6,77.0,3.3,0.0,106.3,89.4,0.0,
JFSFILE,T0035,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0035,0.6,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.1,0.0,0.0
DISKREAD,T0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0035,7.9,0.0,7.0,0.8,7.9,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,7.9,0.0,0.0,3.3,0.0,1.6,0.8,0.0
DISKXFER,T0035,1.6,0.0,1.4,0.2,1.9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.8,0.0,0.4,0.2,0.0
DISKBSIZE,T0035,4.9,0.0,5.0,4.2,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0036,02:55:02,14-NOV-2016
CPU001,T0036,8.3,0.6,0.0,91.1
CPU002,T0036,5.3,0.4,0.0,94.3
CPU003,T0036,4.6,0.4,0.2,94.8
CPU004,T0036,1.8,0.2,0.0,98.0
CPU005,T0036,2.6,0.1,0.1,97.2
CPU006,T0036,3.2,0.2,0.0,96.6
CPU_ALL,T0036,4.3,0.3,0.1,95.3,,6
MEM,T0036,88673.0,-0.0,-0.0,16384.0,71354.3,-0.0,-0.0,16384.0,-0.0,1747.0,14703.9,-1.0,420.4,0.0,575.0
VM,T0036,30,3,0,8539,47738,-1,0,7692,0,0,1697194,207,0,315475,0,0,0,0,0,0,0,0,0,1521545,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0036,2,0,655.6,-1.0,-1.0,-1.0,1.4,-1.0,-1.0,-1.0
NET,T0036,0.0,96.5,19.8,0.3,0.0,54.0,16.3,0.0,
NETPACKET,T0036,0.2,127.2,68.0,3.0,0.2,128.0,77.4,0.0,
JFSFILE,T0036,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0036,0.5,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.0
DISKREAD,T0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0036,11.5,0.0,10.9,0.6,14.1,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,14.1,0.0,0.0,3.9,0.4,3.4,0.6,0.0
DISKXFER,T0036,2.5,0.0,2.4,0.1,2.4,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,3.5,0.0,0.0,1.0,0.1,0.9,0.2,0.0
DISKBSIZE,T0036,4.6,0.0,4.6,4.2,5.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0
ZZZZ,T0037,03:00:02,14-NOV-2016
CPU001,T0037,1.3,0.2,0.0,98.5
CPU002,T0037,0.7,0.3,0.0,99.0
CPU003,T0037,0.1,0.0,0.1,99.8
CPU004,T0037,0.1,0.1,0.0,99.9
CPU005,T0037,0.1,0.0,0.0,99.8
CPU006,T0037,0.1,0.1,0.0,99.9
CPU_ALL,T0037,0.4,0.1,0.0,99.5,,6
MEM,T0037,88673.0,-0.0,-0.0,16384.0,71348.8,-0.0,-0.0,16384.0,-0.0,1747.1,14709.0,-1.0,420.9,0.0,575.1
VM,T0037,26,0,0,8541,45982,-1,0,4636,0,0,64337,112,0,118610,0,0,0,0,0,0,0,0,0,65566,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0037,1,0,328.1,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0037,0.0,21.7,7.6,0.3,0.0,12.5,6.1,0.0,
NETPACKET,T0037,0.0,32.0,31.4,3.0,0.0,31.6,34.2,0.0,
JFSFILE,T0037,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0037,0.3,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0037,8.4,0.0,7.5,0.9,7.1,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,7.1,0.0,0.0,3.2,0.0,2.0,0.8,0.1
DISKXFER,T0037,1.8,0.0,1.6,0.2,1.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.8,0.0,0.0,0.8,0.0,0.5,0.2,0.0
DISKBSIZE,T0037,4.8,0.0,4.8,4.2,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
ZZZZ,T0038,03:05:02,14-NOV-2016
CPU001,T0038,6.7,0.4,0.1,92.8
CPU002,T0038,3.4,0.4,0.1,96.1
CPU003,T0038,5.6,0.4,0.1,93.9
CPU004,T0038,5.3,0.4,0.0,94.2
CPU005,T0038,3.2,0.1,0.6,96.1
CPU006,T0038,3.9,0.2,0.4,95.5
CPU_ALL,T0038,4.7,0.3,0.2,94.8,,6
MEM,T0038,88673.0,-0.0,-0.0,16384.0,72552.0,-0.0,-0.0,16384.0,-0.0,1741.0,13515.8,-1.0,421.9,0.0,569.6
VM,T0038,42,0,0,7945,47794,-1,0,11972,0,0,1864357,372,0,345080,0,0,0,0,0,0,0,0,0,1556682,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0038,1,0,461.4,-1.0,-1.0,-1.0,1.9,-1.0,-1.0,-1.0
NET,T0038,0.0,17.5,3.7,0.3,0.0,9.3,3.0,0.0,
NETPACKET,T0038,0.2,25.9,14.2,3.0,0.2,25.0,15.6,0.0,
JFSFILE,T0038,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0038,2.0,0.0,2.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.2,0.1,0.0
DISKREAD,T0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0038,30.3,0.0,29.4,0.8,9.7,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,9.7,0.0,0.0,3.9,0.5,3.4,0.6,0.2
DISKXFER,T0038,6.9,0.0,6.7,0.2,2.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,2.4,0.0,0.0,1.0,0.1,0.9,0.2,0.0
DISKBSIZE,T0038,4.4,0.0,4.4,4.1,4.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
ZZZZ,T0039,03:10:02,14-NOV-2016
CPU001,T0039,1.4,0.2,0.0,98.4
CPU002,T0039,2.3,0.2,0.1,97.4
CPU003,T0039,0.8,0.1,0.1,99.1
CPU004,T0039,0.3,0.1,0.0,99.6
CPU005,T0039,0.3,0.1,0.2,99.4
CPU006,T0039,0.7,0.1,0.0,99.2
CPU_ALL,T0039,1.0,0.1,0.1,98.8,,6
MEM,T0039,88673.0,-0.0,-0.0,16384.0,72502.5,-0.0,-0.0,16384.0,-0.0,1741.1,13564.7,-1.0,422.4,0.0,569.8
VM,T0039,20,1,0,7894,47640,-1,0,4724,0,0,88583,104,0,154373,0,0,0,0,0,0,0,0,0,101011,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0039,1,0,347.4,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0039,0.0,29.2,6.1,0.3,0.0,16.5,5.1,0.0,
NETPACKET,T0039,0.0,43.7,22.4,3.5,0.0,42.5,24.1,0.0,
JFSFILE,T0039,35.3,24.1,29.4,3.5,10.7,12.4,5.0,22.8,28.2,13.9,42.4
DISKBUSY,T0039,0.4,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0039,8.5,0.0,7.8,0.8,7.2,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,7.2,0.0,0.0,3.5,0.0,2.0,0.8,0.0
DISKXFER,T0039,1.8,0.0,1.6,0.2,1.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.8,0.0,0.0,0.9,0.0,0.5,0.2,0.0
DISKBSIZE,T0039,4.8,0.0,4.9,4.2,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0
ZZZZ,T0040,03:15:02,14-NOV-2016
CPU001,T0040,0.3,0.1,0.0,99.6
CPU002,T0040,0.3,0.2,0.0,99.4
CPU003,T0040,0.1,0.0,0.0,99.9
CPU004,T0040,0.1,0.1,0.0,99.9
CPU005,T0040,0.2,0.0,0.1,99.7
CPU006,T0040,0.1,0.1,0.0,99.8
CPU_ALL,T0040,0.2,0.1,0.0,99.7,,6
