AAA,progname,nmon
AAA,command,/usr/local/bin/nmon -f -t -F /var/log/nmon/kc2prapkc01_20161113_nmon.csv 
AAA,version,14i
AAA,disks_per_line,150
CPU004,T0015,0.1,0.1,0.0,99.8
CPU005,T0015,0.1,0.1,0.1,99.7
CPU006,T0015,0.1,0.1,0.0,99.8
CPU_ALL,T0015,0.2,0.1,0.0,99.6,,6
MEM,T0015,88673.0,-0.0,-0.0,16384.0,76560.8,-0.0,-0.0,16384.0,-0.0,2135.8,9544.8,-1.0,16.0,0.0,594.0
VM,T0015,26,0,0,5986,45709,-1,4,3756,0,0,64074,74,0,115043,0,0,0,0,0,0,0,0,0,65715,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0015,1,0,280.5,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0015,0.0,4.4,3.1,0.3,0.0,6.0,4.7,0.0,
NETPACKET,T0015,0.0,10.2,14.4,3.5,0.0,12.1,14.7,0.0,
JFSFILE,T0015,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0015,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1
DISKREAD,T0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0015,7.6,0.0,7.6,4.9,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,4.9,0.0,0.0,3.3,0.0,1.4
DISKXFER,T0015,1.6,0.0,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.2,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0015,4.7,0.0,4.7,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0016,01:15:02,13-NOV-2016
CPU001,T0016,1.4,0.3,0.0,98.3
CPU002,T0016,1.9,0.3,0.0,97.8
CPU003,T0016,0.1,0.1,0.1,99.7
CPU004,T0016,0.2,0.1,0.0,99.7
CPU005,T0016,0.2,0.1,0.0,99.7
CPU006,T0016,0.2,0.1,0.0,99.7
CPU_ALL,T0016,0.7,0.2,0.0,99.1,,6
MEM,T0016,88673.0,-0.0,-0.0,16384.0,76529.1,-0.0,-0.0,16384.0,-0.0,2135.9,9575.6,-1.0,17.1,0.0,595.0
VM,T0016,23,0,0,6005,45718,-1,24,4112,0,0,89207,31,0,155158,0,0,0,0,0,0,0,0,0,97359,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0016,1,0,341.8,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0016,0.0,22.5,6.8,0.2,0.0,17.0,8.0,0.0,
NETPACKET,T0016,0.0,33.2,27.2,2.7,0.0,36.4,29.5,0.0,
JFSFILE,T0016,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0016,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1
DISKREAD,T0016,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0016,8.4,0.0,8.4,5.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.3,0.0,0.0,3.4,0.0,2.0
DISKXFER,T0016,1.8,0.0,1.8,1.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.4,0.0,0.0,0.8,0.0,0.5
DISKBSIZE,T0016,4.7,0.0,4.7,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0017,01:20:02,13-NOV-2016
CPU001,T0017,1.1,0.2,0.0,98.7
CPU002,T0017,0.7,0.2,0.0,99.1
CPU003,T0017,0.2,0.1,0.1,99.6
CPU004,T0017,0.2,0.1,0.0,99.7
CPU005,T0017,0.2,0.1,0.0,99.7
CPU006,T0017,0.2,0.1,0.0,99.7
CPU_ALL,T0017,0.4,0.1,0.0,99.4,,6
MEM,T0017,88673.0,-0.0,-0.0,16384.0,76577.0,-0.0,-0.0,16384.0,-0.0,2135.9,9526.9,-1.0,18.0,0.0,596.0
VM,T0017,21,0,0,6022,45722,-1,0,3700,0,0,77784,17,0,113455,0,0,0,0,0,0,0,0,0,65627,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0017,1,0,292.1,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0017,0.0,9.5,5.3,0.3,0.0,8.6,6.6,0.0,
NETPACKET,T0017,0.0,16.0,22.5,3.2,0.0,18.4,24.4,0.0,
JFSFILE,T0017,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0017,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1
DISKREAD,T0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0017,7.1,0.0,7.1,5.2,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.2,0.0,0.0,3.2,0.0,1.4
DISKXFER,T0017,1.5,0.0,1.5,1.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0017,4.7,0.0,4.7,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0018,01:25:02,13-NOV-2016
CPU001,T0018,0.9,0.2,0.0,98.9
CPU002,T0018,0.6,0.3,0.1,99.0
CPU003,T0018,0.1,0.1,0.1,99.7
CPU004,T0018,0.1,0.1,0.0,99.8
CPU005,T0018,0.2,0.1,0.3,99.4
CPU006,T0018,0.2,0.1,0.0,99.7
CPU_ALL,T0018,0.3,0.1,0.1,99.4,,6
MEM,T0018,88673.0,-0.0,-0.0,16384.0,76571.1,-0.0,-0.0,16384.0,-0.0,2135.9,9529.6,-1.0,21.8,0.0,599.7
VM,T0018,111,0,0,6004,45718,-1,0,10760,0,0,70296,20,0,130244,0,0,0,0,0,0,0,0,0,71863,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0018,1,0,308.3,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0018,0.0,7.0,4.5,0.2,0.0,7.7,6.1,0.0,
NETPACKET,T0018,0.0,13.3,19.8,2.9,0.0,15.7,20.9,0.0,
JFSFILE,T0018,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0018,0.6,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0
DISKREAD,T0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0018,31.2,0.0,31.2,4.7,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,4.7,0.0,0.0,3.4,0.0,1.7
DISKXFER,T0018,7.2,0.0,7.2,1.1,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,1.2,0.0,0.0,0.9,0.0,0.4
DISKBSIZE,T0018,4.4,0.0,4.4,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0019,01:30:02,13-NOV-2016
CPU001,T0019,0.4,0.2,0.0,99.4
CPU002,T0019,0.3,0.2,0.0,99.5
CPU003,T0019,0.1,0.1,0.1,99.8
CPU004,T0019,0.1,0.1,0.0,99.8
CPU005,T0019,0.1,0.1,0.0,99.8
CPU006,T0019,0.1,0.1,0.0,99.8
CPU_ALL,T0019,0.2,0.1,0.0,99.7,,6
MEM,T0019,88673.0,-0.0,-0.0,16384.0,76570.2,-0.0,-0.0,16384.0,-0.0,2136.0,9529.3,-1.0,22.7,0.0,600.7
VM,T0019,28,0,0,6001,45711,-1,0,3780,0,0,59462,14,0,108930,0,0,0,0,0,0,0,0,0,59695,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0019,1,0,271.0,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0019,0.0,3.8,2.5,0.3,0.0,6.2,4.4,0.0,
NETPACKET,T0019,0.0,8.8,10.8,3.5,0.0,11.3,11.1,0.0,
JFSFILE,T0019,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0019,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0019,8.5,0.0,8.5,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.1,0.0,0.0,3.3,0.0,1.2
DISKXFER,T0019,1.7,0.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.3
DISKBSIZE,T0019,5.1,0.0,5.1,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0020,01:35:02,13-NOV-2016
CPU001,T0020,0.4,0.1,0.0,99.5
CPU002,T0020,0.3,0.2,0.0,99.5
CPU003,T0020,0.1,0.1,0.1,99.8
CPU004,T0020,0.1,0.1,0.0,99.8
CPU005,T0020,0.2,0.1,0.0,99.7
CPU006,T0020,0.1,0.1,0.0,99.8
CPU_ALL,T0020,0.2,0.1,0.0,99.7,,6
MEM,T0020,88673.0,-0.0,-0.0,16384.0,76568.7,-0.0,-0.0,16384.0,-0.0,2136.0,9529.8,-1.0,23.7,0.0,601.7
VM,T0020,21,0,0,6004,45718,-1,4,3756,0,0,67037,24,0,133880,0,0,0,0,0,0,0,0,0,67326,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0020,1,0,264.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
NET,T0020,0.0,3.6,2.3,0.2,0.0,5.7,4.3,0.0,
NETPACKET,T0020,0.0,8.1,10.0,2.7,0.0,10.4,10.4,0.0,
JFSFILE,T0020,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0020,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0020,7.8,0.0,7.8,4.7,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,4.7,0.0,0.0,3.2,0.0,1.7
DISKXFER,T0020,1.7,0.0,1.7,1.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.2,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0020,4.7,0.0,4.7,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0021,01:40:02,13-NOV-2016
CPU001,T0021,0.4,0.2,0.0,99.4
CPU002,T0021,0.2,0.2,0.0,99.5
CPU003,T0021,0.1,0.1,0.1,99.7
CPU004,T0021,0.2,0.1,0.0,99.7
CPU005,T0021,0.1,0.1,0.0,99.8
CPU006,T0021,0.1,0.1,0.0,99.8
CPU_ALL,T0021,0.2,0.1,0.0,99.7,,6
MEM,T0021,88673.0,-0.0,-0.0,16384.0,76567.3,-0.0,-0.0,16384.0,-0.0,2136.0,9529.9,-1.0,24.8,0.0,602.7
VM,T0021,25,0,0,6033,45747,-1,0,3792,0,0,60015,17,0,110264,0,0,0,0,0,0,0,0,0,60319,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0021,1,0,270.7,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0021,0.0,3.7,2.7,0.3,0.0,5.7,4.3,0.0,
NETPACKET,T0021,0.0,9.8,15.8,3.4,0.0,10.5,10.3,0.0,
JFSFILE,T0021,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0021,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0021,7.6,0.0,7.6,5.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,5.0,0.0,0.0,3.3,0.0,1.5
DISKXFER,T0021,1.6,0.0,1.6,1.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0021,4.7,0.0,4.7,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0022,01:45:02,13-NOV-2016
CPU001,T0022,1.3,0.2,0.0,98.5
CPU002,T0022,0.8,0.3,0.0,98.9
CPU003,T0022,0.1,0.1,0.1,99.7
CPU004,T0022,0.1,0.1,0.0,99.8
CPU005,T0022,0.1,0.1,0.1,99.6
CPU006,T0022,0.2,0.1,0.0,99.7
CPU_ALL,T0022,0.4,0.1,0.0,99.4,,6
MEM,T0022,88673.0,-0.0,-0.0,16384.0,76547.2,-0.0,-0.0,16384.0,-0.0,2136.1,9545.6,-1.0,29.1,0.0,607.0
VM,T0022,120,0,0,6010,45718,-1,128,12024,0,0,69389,21,0,132027,0,0,0,0,0,0,0,0,0,74580,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0022,1,0,326.3,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0022,0.0,10.2,5.3,0.3,0.0,9.5,7.0,0.0,
NETPACKET,T0022,0.0,18.0,23.2,3.0,0.0,21.7,24.9,0.0,
JFSFILE,T0022,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0022,0.5,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0022,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0022,35.0,0.0,35.0,5.1,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,5.1,0.0,0.0,3.3,0.0,1.6
DISKXFER,T0022,8.2,0.0,8.2,1.3,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0022,4.3,0.0,4.3,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0023,01:50:02,13-NOV-2016
CPU001,T0023,0.3,0.2,0.0,99.5
CPU002,T0023,0.3,0.2,0.0,99.5
CPU003,T0023,0.1,0.1,0.1,99.7
CPU004,T0023,0.1,0.1,0.0,99.8
CPU005,T0023,0.1,0.1,0.0,99.8
CPU006,T0023,0.2,0.1,0.0,99.7
CPU_ALL,T0023,0.2,0.1,0.0,99.7,,6
MEM,T0023,88673.0,-0.0,-0.0,16384.0,76546.1,-0.0,-0.0,16384.0,-0.0,2136.1,9545.4,-1.0,30.1,0.0,608.0
VM,T0023,27,0,0,6037,45724,-1,0,4096,0,0,59549,16,0,109342,0,0,0,0,0,0,0,0,0,59791,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0023,1,0,271.7,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0023,0.0,3.7,2.4,0.3,0.0,5.9,4.3,0.0,
NETPACKET,T0023,0.0,8.5,10.2,3.2,0.0,10.7,10.6,0.0,
JFSFILE,T0023,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0023,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0023,8.7,0.0,8.7,5.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,5.0,0.0,0.0,3.4,0.0,1.4
DISKXFER,T0023,1.7,0.0,1.7,1.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.2,0.0,0.0,0.9,0.0,0.4
DISKBSIZE,T0023,5.2,0.0,5.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0024,01:55:02,13-NOV-2016
CPU001,T0024,1.5,0.2,0.0,98.3
CPU002,T0024,1.3,0.3,0.0,98.4
CPU003,T0024,0.1,0.1,0.1,99.7
CPU004,T0024,0.1,0.1,0.0,99.8
CPU005,T0024,0.1,0.1,0.0,99.7
CPU006,T0024,0.1,0.1,0.0,99.8
CPU_ALL,T0024,0.6,0.1,0.0,99.3,,6
MEM,T0024,88673.0,-0.0,-0.0,16384.0,76524.2,-0.0,-0.0,16384.0,-0.0,2136.1,9566.8,-1.0,31.1,0.0,609.1
VM,T0024,18,0,0,6071,45885,-1,0,3944,0,0,78921,19,0,143927,0,0,0,0,0,0,0,0,0,84580,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0024,1,0,315.7,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0024,0.0,14.4,7.1,0.3,0.0,11.2,7.7,0.0,
NETPACKET,T0024,0.0,22.6,29.1,2.9,0.0,24.9,32.3,0.0,
JFSFILE,T0024,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0024,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
DISKREAD,T0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0024,7.9,0.0,7.9,5.2,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,5.2,0.0,0.0,3.1,0.0,1.8
DISKXFER,T0024,1.7,0.0,1.7,1.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0024,4.7,0.0,4.7,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0025,02:00:02,13-NOV-2016
CPU001,T0025,0.4,0.1,0.0,99.5
CPU002,T0025,0.3,0.3,0.0,99.4
CPU003,T0025,0.1,0.1,0.1,99.8
CPU004,T0025,0.1,0.1,0.0,99.8
CPU005,T0025,0.1,0.1,0.0,99.8
CPU006,T0025,0.1,0.1,0.0,99.8
CPU_ALL,T0025,0.2,0.1,0.0,99.7,,6
MEM,T0025,88673.0,-0.0,-0.0,16384.0,76520.8,-0.0,-0.0,16384.0,-0.0,2136.1,9568.8,-1.0,32.2,0.0,610.1
VM,T0025,19,0,0,6076,45738,-1,0,3764,0,0,59303,14,0,109928,0,0,0,0,0,0,0,0,0,60051,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0025,1,0,275.5,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0025,0.0,4.2,2.8,0.3,0.0,6.8,5.2,0.0,
NETPACKET,T0025,0.0,9.4,11.7,3.4,0.0,12.3,12.1,0.0,
JFSFILE,T0025,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0025,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0025,7.7,0.0,7.7,4.8,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,4.8,0.0,0.0,3.5,0.0,1.4
DISKXFER,T0025,1.6,0.0,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.2,0.0,0.0,0.9,0.0,0.3
DISKBSIZE,T0025,4.7,0.0,4.7,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0026,02:05:02,13-NOV-2016
CPU001,T0026,0.4,0.2,0.0,99.4
CPU002,T0026,0.3,0.2,0.0,99.5
CPU003,T0026,0.1,0.1,0.1,99.7
CPU004,T0026,0.1,0.1,0.0,99.8
CPU005,T0026,0.1,0.1,0.1,99.7
CPU006,T0026,0.1,0.1,0.0,99.8
CPU_ALL,T0026,0.2,0.1,0.0,99.6,,6
MEM,T0026,88673.0,-0.0,-0.0,16384.0,76517.2,-0.0,-0.0,16384.0,-0.0,2136.2,9571.4,-1.0,33.3,0.0,611.2
VM,T0026,47,0,0,6063,45754,-1,0,4200,0,0,69466,19,0,142984,0,0,0,0,0,0,0,0,0,70488,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0026,1,0,274.8,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0026,0.0,3.7,2.4,0.3,0.0,5.9,4.3,0.0,
NETPACKET,T0026,0.0,8.4,10.3,3.1,0.0,10.6,10.6,0.0,
JFSFILE,T0026,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0026,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0026,9.3,0.0,9.3,4.7,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,4.7,0.0,0.0,3.2,0.0,1.8
DISKXFER,T0026,2.0,0.0,2.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.2,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0026,4.6,0.0,4.6,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0027,02:10:02,13-NOV-2016
CPU001,T0027,0.3,0.2,0.0,99.5
CPU002,T0027,0.2,0.2,0.1,99.5
CPU003,T0027,0.1,0.1,0.1,99.7
CPU004,T0027,0.1,0.1,0.0,99.8
CPU005,T0027,0.2,0.1,0.3,99.4
CPU006,T0027,0.2,0.1,0.0,99.7
CPU_ALL,T0027,0.2,0.1,0.1,99.6,,6
MEM,T0027,88673.0,-0.0,-0.0,16384.0,76507.9,-0.0,-0.0,16384.0,-0.0,2136.2,9575.8,-1.0,37.8,0.0,615.8
VM,T0027,24,0,0,6035,45743,-1,0,13068,0,0,66239,26,0,115645,0,0,0,0,0,0,0,0,0,68498,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0027,1,0,298.6,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0027,0.0,3.7,2.4,0.3,0.0,5.9,4.3,0.0,
NETPACKET,T0027,0.0,8.8,10.3,3.6,0.0,10.7,10.6,0.0,
JFSFILE,T0027,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0027,0.6,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0027,39.1,0.0,39.1,4.5,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,4.5,0.0,0.0,3.5,0.0,1.6
DISKXFER,T0027,9.3,0.0,9.3,1.1,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,1.1,0.0,0.0,0.9,0.0,0.4
DISKBSIZE,T0027,4.2,0.0,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0028,02:15:02,13-NOV-2016
CPU001,T0028,0.2,0.2,0.0,99.6
CPU002,T0028,0.3,0.2,0.0,99.5
CPU003,T0028,0.1,0.1,0.1,99.7
CPU004,T0028,0.1,0.1,0.0,99.8
CPU005,T0028,0.1,0.1,0.0,99.8
CPU006,T0028,0.2,0.1,0.0,99.7
CPU_ALL,T0028,0.2,0.1,0.0,99.7,,6
MEM,T0028,88673.0,-0.0,-0.0,16384.0,76506.1,-0.0,-0.0,16384.0,-0.0,2136.2,9576.5,-1.0,38.9,0.0,616.8
VM,T0028,28,0,0,6021,45732,-1,0,3740,0,0,64165,18,0,124420,0,0,0,0,0,0,0,0,0,64614,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0028,1,0,265.5,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0028,0.0,2.4,1.5,0.2,0.0,3.7,2.8,0.0,
NETPACKET,T0028,0.0,6.3,7.1,2.8,0.0,7.2,7.0,0.0,
JFSFILE,T0028,47.5,24.1,19.3,4.2,15.6,22.8,19.7,15.2,1.1
DISKBUSY,T0028,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0028,7.9,0.0,7.9,4.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.5,0.0,0.0,3.3,0.0,1.6
DISKXFER,T0028,1.7,0.0,1.7,1.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.1,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0028,4.6,0.0,4.6,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0029,02:20:02,13-NOV-2016
CPU001,T0029,0.3,0.2,0.0,99.5
CPU002,T0029,0.4,0.2,0.0,99.3
CPU003,T0029,0.1,0.1,0.1,99.7
CPU004,T0029,0.1,0.1,0.0,99.9
CPU005,T0029,0.1,0.1,0.0,99.8
CPU006,T0029,0.1,0.1,0.0,99.8
CPU_ALL,T0029,0.2,0.1,0.0,99.7,,6
MEM,T0029,88673.0,-0.0,-0.0,16384.0,76502.2,-0.0,-0.0,16384.0,-0.0,2136.2,9579.5,-1.0,39.9,0.0,617.8
