AAA,progname,nmon
AAA,command,/usr/local/bin/nmon -f -t -F /var/log/nmon/kc2prapkc01_20161114_nmon.csv 
AAA,version,14i
AAA,disks_per_line,150
DISKWRITE,T0048,7.8,0.0,7.8,4.9,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,4.9,0.0,0.0,2.9,0.0,1.6
DISKXFER,T0048,1.7,0.0,1.7,1.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.2,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0048,4.5,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0049,04:00:02,14-NOV-2016
CPU001,T0049,0.4,0.1,0.0,99.5
CPU002,T0049,0.3,0.2,0.0,99.5
CPU003,T0049,0.1,0.1,0.2,99.5
CPU004,T0049,0.1,0.1,0.0,99.8
CPU005,T0049,0.1,0.1,0.4,99.5
CPU006,T0049,0.1,0.1,0.0,99.9
CPU_ALL,T0049,0.2,0.1,0.1,99.6,,6
MEM,T0049,88673.0,-0.0,-0.0,16384.0,78205.2,-0.0,-0.0,16384.0,-0.0,2112.5,7723.6,-1.0,392.8,0.0,778.4
VM,T0049,30,0,0,4760,45618,-1,0,11668,0,0,58540,171,0,109727,0,0,0,0,0,0,0,0,0,59264,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0049,1,0,289.5,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0049,0.0,3.5,2.3,0.3,0.0,5.7,3.9,0.0,
NETPACKET,T0049,0.0,8.2,9.9,3.1,0.0,10.3,10.2,0.0,
JFSFILE,T0049,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0049,0.7,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0049,34.4,0.0,34.4,4.5,0.0,0.0,0.0,0.0,0.0,29.8,0.0,0.0,4.5,0.0,0.0,3.0,0.0,1.6
DISKXFER,T0049,8.2,0.0,8.2,1.1,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,1.1,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0049,4.2,0.0,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0050,04:05:02,14-NOV-2016
CPU001,T0050,0.5,0.2,0.0,99.3
CPU002,T0050,0.3,0.2,0.0,99.5
CPU003,T0050,0.2,0.1,0.2,99.5
CPU004,T0050,0.1,0.1,0.0,99.8
CPU005,T0050,0.1,0.0,0.1,99.8
CPU006,T0050,0.1,0.1,0.0,99.9
CPU_ALL,T0050,0.2,0.1,0.1,99.6,,6
MEM,T0050,88673.0,-0.0,-0.0,16384.0,78212.1,-0.0,-0.0,16384.0,-0.0,2112.5,7716.1,-1.0,393.2,0.0,778.4
VM,T0050,28,0,0,4758,45618,-1,0,3560,0,0,71772,116,0,139258,0,0,0,0,0,0,0,0,0,69840,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0050,1,0,273.8,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0050,0.0,3.9,2.5,0.3,0.0,6.2,4.8,0.0,
NETPACKET,T0050,0.0,8.6,10.8,3.0,0.0,10.9,11.1,0.0,
JFSFILE,T0050,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0050,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
DISKREAD,T0050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0050,7.6,0.0,7.6,4.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.2,0.0,0.0,3.0,0.0,1.6
DISKXFER,T0050,1.7,0.0,1.7,1.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.1,0.0,0.0,0.8,0.0,0.4
DISKBSIZE,T0050,4.5,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0051,04:10:02,14-NOV-2016
CPU001,T0051,0.4,0.2,0.0,99.4
CPU002,T0051,0.3,0.2,0.0,99.5
CPU003,T0051,0.2,0.1,0.2,99.5
CPU004,T0051,0.1,0.1,0.0,99.8
CPU005,T0051,0.1,0.0,0.1,99.8
CPU006,T0051,0.1,0.1,0.0,99.9
CPU_ALL,T0051,0.2,0.1,0.1,99.6,,6
MEM,T0051,88673.0,-0.0,-0.0,16384.0,78209.6,-0.0,-0.0,16384.0,-0.0,2112.5,7718.9,-1.0,393.5,0.0,778.4
VM,T0051,33,0,0,4761,45618,-1,0,3648,0,0,58938,115,0,105769,0,0,0,0,0,0,0,0,0,59633,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0051,1,0,266.0,-1.0,-1.0,-1.0,0.7,-1.0,-1.0,-1.0
NET,T0051,0.0,3.4,2.2,0.3,0.0,5.5,3.9,0.0,
NETPACKET,T0051,0.0,8.2,9.7,3.5,0.0,10.0,9.9,0.0,
JFSFILE,T0051,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0051,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1
DISKREAD,T0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0051,7.2,0.0,7.2,4.9,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,4.9,0.0,0.0,3.0,0.0,1.4
DISKXFER,T0051,1.6,0.0,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.2,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0051,4.5,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0052,04:15:02,14-NOV-2016
CPU001,T0052,0.6,0.2,0.0,99.2
CPU002,T0052,0.5,0.3,0.0,99.2
CPU003,T0052,0.2,0.1,0.1,99.5
CPU004,T0052,0.1,0.1,0.0,99.8
CPU005,T0052,0.0,0.0,0.0,99.9
CPU006,T0052,0.1,0.1,0.0,99.9
CPU_ALL,T0052,0.3,0.1,0.0,99.6,,6
MEM,T0052,88673.0,-0.0,-0.0,16384.0,78214.4,-0.0,-0.0,16384.0,-0.0,2112.5,7714.2,-1.0,393.9,0.0,778.3
VM,T0052,25,0,0,4760,45618,-1,0,3764,0,0,68445,144,0,129770,0,0,0,0,0,0,0,0,0,67228,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0052,1,0,272.0,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0052,0.0,4.1,2.9,0.2,0.0,6.5,5.0,0.0,
NETPACKET,T0052,0.0,9.1,12.2,2.9,0.0,11.7,12.0,0.0,
JFSFILE,T0052,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0052,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0052,7.6,0.0,7.6,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.5
DISKXFER,T0052,1.7,0.0,1.7,1.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.2,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0052,4.5,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0053,04:20:02,14-NOV-2016
CPU001,T0053,0.5,0.2,0.1,99.3
CPU002,T0053,0.3,0.2,0.0,99.4
CPU003,T0053,0.1,0.1,0.1,99.6
CPU004,T0053,0.2,0.1,0.0,99.7
CPU005,T0053,0.1,0.0,0.2,99.7
CPU006,T0053,0.1,0.1,0.0,99.9
CPU_ALL,T0053,0.2,0.1,0.1,99.6,,6
MEM,T0053,88673.0,-0.0,-0.0,16384.0,78210.3,-0.0,-0.0,16384.0,-0.0,2112.6,7719.1,-1.0,394.2,0.0,777.4
VM,T0053,36,2,0,4780,46405,-1,0,10928,0,0,65149,353,0,116151,0,0,0,0,0,0,0,0,0,66224,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0053,1,0,289.8,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0053,0.0,3.3,2.1,0.3,0.0,5.3,3.7,0.0,
NETPACKET,T0053,0.0,8.3,9.3,3.3,0.0,9.9,9.5,0.0,
JFSFILE,T0053,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0053,0.5,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1
DISKREAD,T0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0053,31.2,0.0,31.2,5.2,0.0,0.0,0.0,0.0,0.0,26.8,0.0,0.0,5.2,0.0,0.0,3.1,0.0,1.3
DISKXFER,T0053,7.5,0.0,7.5,1.3,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.3
DISKBSIZE,T0053,4.2,0.0,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0054,04:25:02,14-NOV-2016
CPU001,T0054,0.3,0.2,0.0,99.4
CPU002,T0054,0.5,0.2,0.0,99.3
CPU003,T0054,0.1,0.1,0.1,99.6
CPU004,T0054,0.1,0.1,0.0,99.7
CPU005,T0054,0.0,0.0,0.0,99.9
CPU006,T0054,0.1,0.1,0.0,99.8
CPU_ALL,T0054,0.2,0.1,0.0,99.6,,6
MEM,T0054,88673.0,-0.0,-0.0,16384.0,78214.5,-0.0,-0.0,16384.0,-0.0,2112.6,7715.0,-1.0,394.6,0.0,777.2
VM,T0054,24,0,0,4764,45618,-1,0,3824,0,0,71042,134,0,126847,0,0,0,0,0,0,0,0,0,69902,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0054,1,0,269.3,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0054,0.0,3.4,2.2,0.3,0.0,5.4,3.9,0.0,
NETPACKET,T0054,0.0,8.0,9.4,3.0,0.0,10.0,9.8,0.0,
JFSFILE,T0054,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0054,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0054,7.7,0.0,7.7,5.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.5
DISKXFER,T0054,1.7,0.0,1.7,1.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0054,4.5,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0055,04:30:02,14-NOV-2016
CPU001,T0055,0.2,0.1,0.0,99.6
CPU002,T0055,0.5,0.2,0.0,99.3
CPU003,T0055,0.2,0.1,0.1,99.6
CPU004,T0055,0.2,0.1,0.0,99.7
CPU005,T0055,0.1,0.0,0.0,99.8
CPU006,T0055,0.1,0.1,0.0,99.8
CPU_ALL,T0055,0.2,0.1,0.0,99.6,,6
MEM,T0055,88673.0,-0.0,-0.0,16384.0,78211.3,-0.0,-0.0,16384.0,-0.0,2112.6,7718.3,-1.0,394.9,0.0,777.1
VM,T0055,26,0,0,4766,45618,-1,0,3752,0,0,58953,125,0,109967,0,0,0,0,0,0,0,0,0,59768,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0055,1,0,271.3,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0055,0.0,4.4,2.8,0.3,0.0,7.0,5.4,0.0,
NETPACKET,T0055,0.0,9.8,11.6,3.3,0.0,12.6,12.4,0.0,
JFSFILE,T0055,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0055,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0055,7.2,0.0,7.2,5.3,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,5.3,0.0,0.0,3.1,0.0,1.3
DISKXFER,T0055,1.5,0.0,1.5,1.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.3
DISKBSIZE,T0055,4.6,0.0,4.6,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0056,04:35:02,14-NOV-2016
CPU001,T0056,0.2,0.1,0.0,99.6
CPU002,T0056,0.4,0.2,0.0,99.4
CPU003,T0056,0.2,0.1,0.1,99.7
CPU004,T0056,0.2,0.1,0.0,99.7
CPU005,T0056,0.3,0.1,0.0,99.6
CPU006,T0056,0.1,0.1,0.0,99.8
CPU_ALL,T0056,0.2,0.1,0.0,99.6,,6
MEM,T0056,88673.0,-0.0,-0.0,16384.0,78217.2,-0.0,-0.0,16384.0,-0.0,2112.7,7712.4,-1.0,395.2,0.0,777.2
VM,T0056,27,0,0,4767,45618,-1,0,3708,0,0,73954,96,0,138634,0,0,0,0,0,0,0,0,0,72482,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0056,1,0,274.2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
NET,T0056,0.0,3.7,2.5,0.3,0.0,6.1,4.3,0.0,
NETPACKET,T0056,0.0,8.5,10.4,3.0,0.0,11.2,10.9,0.0,
JFSFILE,T0056,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0056,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0056,7.5,0.0,7.5,4.9,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,4.9,0.0,0.0,3.0,0.0,1.6
DISKXFER,T0056,1.6,0.0,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.2,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0056,4.5,0.0,4.5,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0057,04:40:02,14-NOV-2016
CPU001,T0057,0.3,0.2,0.0,99.5
CPU002,T0057,0.4,0.2,0.0,99.4
CPU003,T0057,0.1,0.1,0.1,99.7
CPU004,T0057,0.1,0.1,0.0,99.8
CPU005,T0057,0.1,0.1,0.1,99.7
CPU006,T0057,0.1,0.1,0.0,99.8
CPU_ALL,T0057,0.2,0.1,0.0,99.6,,6
MEM,T0057,88673.0,-0.0,-0.0,16384.0,78213.8,-0.0,-0.0,16384.0,-0.0,2112.7,7715.9,-1.0,395.5,0.0,776.7
VM,T0057,120,0,0,4740,45644,-1,0,10244,0,0,60084,226,0,111635,0,0,0,0,0,0,0,0,0,60926,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0057,1,0,292.2,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0057,0.0,3.7,2.4,0.3,0.0,6.1,4.3,0.0,
NETPACKET,T0057,0.0,8.7,10.1,3.0,0.0,11.2,10.8,0.0,
JFSFILE,T0057,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0057,0.5,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0057,29.0,0.0,29.0,5.2,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,5.2,0.0,0.0,3.0,0.0,1.5
DISKXFER,T0057,7.0,0.0,7.0,1.3,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0057,4.1,0.0,4.1,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0058,04:45:02,14-NOV-2016
CPU001,T0058,0.3,0.2,0.0,99.5
CPU002,T0058,0.5,0.2,0.0,99.3
CPU003,T0058,0.1,0.1,0.1,99.7
CPU004,T0058,0.1,0.1,0.0,99.8
CPU005,T0058,0.1,0.1,0.0,99.8
CPU006,T0058,0.1,0.1,0.0,99.9
CPU_ALL,T0058,0.2,0.1,0.0,99.7,,6
MEM,T0058,88673.0,-0.0,-0.0,16384.0,78219.1,-0.0,-0.0,16384.0,-0.0,2112.7,7711.4,-1.0,395.9,0.0,776.6
VM,T0058,27,0,0,4728,45582,-1,0,4312,0,0,67155,118,0,124859,0,0,0,0,0,0,0,0,0,65933,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0058,1,0,273.9,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0058,0.0,3.6,2.3,0.2,0.0,5.7,4.2,0.0,
NETPACKET,T0058,0.1,8.3,9.7,2.7,0.1,10.7,10.3,0.0,
JFSFILE,T0058,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0058,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0058,9.3,0.0,9.3,5.1,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,5.1,0.0,0.0,2.9,0.0,1.7
DISKXFER,T0058,1.9,0.0,1.9,1.3,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0058,4.8,0.0,4.8,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0059,04:50:02,14-NOV-2016
CPU001,T0059,0.3,0.2,0.0,99.5
CPU002,T0059,0.5,0.2,0.0,99.3
CPU003,T0059,0.2,0.1,0.1,99.5
CPU004,T0059,0.2,0.1,0.0,99.7
CPU005,T0059,0.1,0.1,0.0,99.8
CPU006,T0059,0.1,0.1,0.0,99.8
CPU_ALL,T0059,0.2,0.1,0.0,99.6,,6
MEM,T0059,88673.0,-0.0,-0.0,16384.0,78184.0,-0.0,-0.0,16384.0,-0.0,2112.8,7745.9,-1.0,396.2,0.0,776.6
VM,T0059,27,0,0,4794,45618,-1,0,3564,0,0,66616,111,0,110333,0,0,0,0,0,0,0,0,0,75462,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0059,1,0,273.9,-1.0,-1.0,-1.0,0.8,-1.0,-1.0,-1.0
NET,T0059,0.0,3.6,2.4,0.3,0.0,5.9,4.3,0.0,
NETPACKET,T0059,0.0,8.6,10.1,3.3,0.0,10.8,10.6,0.0,
JFSFILE,T0059,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0059,0.2,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0059,6.8,0.0,6.8,5.1,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.1,0.0,0.0,2.9,0.0,1.4
DISKXFER,T0059,1.5,0.0,1.5,1.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.3
DISKBSIZE,T0059,4.6,0.0,4.6,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0060,04:55:02,14-NOV-2016
CPU001,T0060,0.3,0.2,0.0,99.5
CPU002,T0060,0.4,0.2,0.0,99.4
CPU003,T0060,0.1,0.1,0.1,99.7
CPU004,T0060,0.1,0.1,0.0,99.8
CPU005,T0060,0.1,0.1,0.0,99.8
CPU006,T0060,0.1,0.1,0.0,99.8
CPU_ALL,T0060,0.2,0.1,0.0,99.6,,6
MEM,T0060,88673.0,-0.0,-0.0,16384.0,78182.9,-0.0,-0.0,16384.0,-0.0,2112.8,7747.3,-1.0,396.5,0.0,776.5
VM,T0060,24,0,0,4762,45591,-1,0,3844,0,0,64597,127,0,123764,0,0,0,0,0,0,0,0,0,64892,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0060,1,0,272.3,-1.0,-1.0,-1.0,0.9,-1.0,-1.0,-1.0
NET,T0060,0.0,3.8,2.5,0.3,0.0,6.2,4.4,0.0,
NETPACKET,T0060,0.0,8.8,10.4,3.2,0.0,11.2,11.0,0.0,
JFSFILE,T0060,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0060,0.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0060,7.7,0.0,7.7,5.1,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,5.1,0.0,0.0,3.0,0.0,1.5
DISKXFER,T0060,1.7,0.0,1.7,1.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0060,4.5,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0061,05:00:02,14-NOV-2016
CPU001,T0061,0.3,0.2,0.0,99.5
CPU002,T0061,0.7,0.5,0.0,98.8
CPU003,T0061,0.2,0.1,0.1,99.5
CPU004,T0061,0.2,0.1,0.0,99.7
CPU005,T0061,0.1,0.1,0.1,99.7
CPU006,T0061,0.1,0.1,0.0,99.8
CPU_ALL,T0061,0.3,0.2,0.0,99.5,,6
MEM,T0061,88673.0,-0.0,-0.0,16384.0,78187.2,-0.0,-0.0,16384.0,-0.0,2113.0,7743.5,-1.0,396.9,0.0,775.6
VM,T0061,117,0,0,4833,45663,-1,128,11992,0,0,73946,392,0,190852,2,0,0,0,0,0,0,0,0,72733,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0061,1,0,301.2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
NET,T0061,0.0,4.1,2.4,0.3,0.0,8.0,4.3,0.0,
NETPACKET,T0061,0.0,12.3,10.1,3.2,0.0,13.5,10.6,0.0,
JFSFILE,T0061,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0061,0.5,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1
DISKREAD,T0061,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
DISKWRITE,T0061,34.8,0.0,34.8,5.2,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,5.2,0.0,0.0,3.1,0.0,4.7
DISKXFER,T0061,8.2,0.0,8.2,1.3,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,1.3,0.0,0.0,0.8,0.0,1.2
DISKBSIZE,T0061,4.3,0.0,4.3,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.3
ZZZZ,T0062,05:05:02,14-NOV-2016
CPU001,T0062,0.3,0.2,0.0,99.5
CPU002,T0062,0.3,0.2,0.0,99.5
CPU003,T0062,0.1,0.1,0.1,99.6
CPU004,T0062,0.1,0.1,0.0,99.7
CPU005,T0062,0.1,0.1,0.0,99.8
CPU006,T0062,0.1,0.1,0.0,99.8
CPU_ALL,T0062,0.2,0.1,0.0,99.6,,6
MEM,T0062,88673.0,-0.0,-0.0,16384.0,78185.3,-0.0,-0.0,16384.0,-0.0,2113.0,7745.6,-1.0,397.2,0.0,775.4
VM,T0062,23,0,0,4793,45618,-1,0,4176,0,0,68823,125,0,138668,0,0,0,0,0,0,0,0,0,69359,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0062,1,0,267.4,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0062,0.0,3.3,2.1,0.3,0.0,5.2,3.8,0.0,
NETPACKET,T0062,0.1,7.9,9.1,3.1,0.1,9.7,9.4,0.0,
JFSFILE,T0062,47.5,24.1,19.3,4.2,15.6,22.8,19.5,15.2,1.1
DISKBUSY,T0062,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0062,8.8,0.0,8.8,5.1,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,5.1,0.0,0.0,3.0,0.0,1.6
DISKXFER,T0062,1.8,0.0,1.8,1.3,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.3,0.0,0.0,0.7,0.0,0.4
DISKBSIZE,T0062,4.8,0.0,4.8,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
