AAA,progname,nmon
AAA,command,/usr/local/bin/nmon -f -t -F /var/log/nmon/kc1prapkc01_20161114_nmon.csv 
AAA,version,14i
AAA,disks_per_line,150
PROC,T0005,2,0,2956.3,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0
NET,T0005,0.3,611.0,5.2,0.3,0.3,379.7,3.9,0.0,
NETPACKET,T0005,1.9,1394.5,16.0,3.1,1.9,1342.4,16.4,0.0,
JFSFILE,T0005,42.2,24.1,36.4,3.5,13.3,22.8,60.0,13.9,25.6
DISKBUSY,T0005,0.1,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0005,24.4,0.0,33.4,0.0,33.4,0.0,0.0,0.0,0.0,27.4,0.0,0.0,24.4,0.0,0.0,3.5,0.1,2.3
DISKXFER,T0005,2.9,0.0,7.7,0.0,7.7,0.0,0.0,0.0,0.0,6.8,0.0,0.0,6.1,0.0,0.0,0.9,0.0,0.6
DISKBSIZE,T0005,8.4,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0006,00:25:03,14-NOV-2016
CPU001,T0006,0.1,0.1,0.0,99.8
CPU002,T0006,0.1,0.1,0.0,99.9
CPU003,T0006,4.2,0.6,0.0,95.2
CPU004,T0006,16.7,2.0,0.0,81.3
CPU005,T0006,0.5,0.1,0.0,99.4
CPU006,T0006,0.2,0.3,0.0,99.5
CPU007,T0006,0.1,0.0,0.0,99.9
CPU008,T0006,0.1,0.1,0.0,99.8
CPU009,T0006,0.1,0.0,0.0,99.8
CPU010,T0006,0.2,0.1,0.0,99.7
CPU011,T0006,0.1,0.1,0.0,99.8
CPU012,T0006,0.1,0.2,0.0,99.7
CPU_ALL,T0006,1.8,0.3,0.0,97.8,,12
MEM,T0006,88670.8,-0.0,-0.0,16384.0,57656.8,-0.0,-0.0,16384.0,-0.0,7689.5,25588.8,-1.0,525.1,0.0,1757.3
VM,T0006,38,0,0,11759,48094,-1,0,9592,0,0,212092,536,0,280934,0,0,0,0,0,0,0,0,0,214405,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0006,1,0,2806.9,-1.0,-1.0,-1.0,1.9,-1.0,-1.0,-1.0
NET,T0006,0.3,577.9,1.0,0.2,0.3,413.7,1.1,0.0,
NETPACKET,T0006,1.4,1279.2,5.2,2.8,1.4,1277.8,5.0,0.0,
JFSFILE,T0006,42.2,24.1,36.4,3.5,13.3,22.8,60.0,13.9,25.6
DISKBUSY,T0006,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0006,22.3,0.0,9.7,0.0,9.7,0.0,0.0,0.0,0.0,3.1,0.0,0.0,22.3,0.0,0.0,3.4,0.7,2.5
DISKXFER,T0006,2.7,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,5.6,0.0,0.0,0.9,0.2,0.6
DISKBSIZE,T0006,8.2,0.0,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0007,00:30:03,14-NOV-2016
CPU001,T0007,0.1,0.0,0.1,99.7
CPU002,T0007,0.1,0.1,0.0,99.8
CPU003,T0007,3.4,0.5,0.0,96.0
CPU004,T0007,15.2,2.0,0.0,82.8
CPU005,T0007,0.2,0.1,0.0,99.8
CPU006,T0007,0.1,0.4,0.0,99.5
CPU007,T0007,0.1,0.1,0.0,99.8
CPU008,T0007,0.1,0.1,0.0,99.7
CPU009,T0007,0.4,0.1,0.0,99.5
CPU010,T0007,0.7,0.2,0.0,99.1
CPU011,T0007,0.1,0.0,0.0,99.8
CPU012,T0007,0.1,0.2,0.0,99.7
CPU_ALL,T0007,1.7,0.3,0.0,97.9,,12
MEM,T0007,88670.8,-0.0,-0.0,16384.0,57647.3,-0.0,-0.0,16384.0,-0.0,7690.8,25599.6,-1.0,525.4,0.0,1757.3
VM,T0007,70,0,0,11774,48045,-1,0,10524,0,0,236275,489,0,408644,0,0,0,0,0,0,0,0,0,238474,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0007,1,0,2638.9,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0
NET,T0007,0.3,480.3,0.9,0.3,0.3,365.9,1.0,0.0,
NETPACKET,T0007,1.9,1178.6,5.0,3.2,1.9,1173.2,4.9,0.0,
JFSFILE,T0007,42.2,24.1,36.4,3.5,13.3,22.8,60.0,13.9,25.6
DISKBUSY,T0007,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1
DISKREAD,T0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0007,26.4,0.0,8.7,0.0,8.7,0.0,0.0,0.0,0.0,3.1,0.0,0.0,26.4,0.0,0.0,3.4,0.0,2.1
DISKXFER,T0007,2.9,0.0,1.9,0.0,1.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0,6.6,0.0,0.0,0.9,0.0,0.5
DISKBSIZE,T0007,9.2,0.0,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0008,00:35:03,14-NOV-2016
CPU001,T0008,0.2,0.1,0.0,99.7
CPU002,T0008,0.5,0.1,0.0,99.3
CPU003,T0008,4.3,0.6,0.0,95.1
CPU004,T0008,18.0,2.1,0.0,79.9
CPU005,T0008,0.2,0.1,0.0,99.8
CPU006,T0008,0.1,0.2,0.0,99.7
CPU007,T0008,0.1,0.0,0.0,99.9
CPU008,T0008,0.1,0.1,0.0,99.8
CPU009,T0008,0.2,0.1,0.0,99.7
CPU010,T0008,0.1,0.1,0.0,99.8
CPU011,T0008,0.1,0.0,0.0,99.8
CPU012,T0008,0.1,0.1,0.0,99.8
CPU_ALL,T0008,2.0,0.3,0.0,97.7,,12
MEM,T0008,88670.8,-0.0,-0.0,16384.0,57640.6,-0.0,-0.0,16384.0,-0.0,7692.1,25608.5,-1.0,525.8,0.0,1757.4
VM,T0008,38,0,0,11761,48037,-1,0,9952,0,0,219344,522,0,291321,0,0,0,0,0,0,0,0,0,221608,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0008,2,0,3034.0,-1.0,-1.0,-1.0,1.9,-1.0,-1.0,-1.0
NET,T0008,0.3,626.4,1.2,0.3,0.3,446.2,1.2,0.0,
NETPACKET,T0008,1.4,1397.8,5.7,3.0,1.4,1387.4,5.6,0.0,
JFSFILE,T0008,42.2,24.1,36.4,3.5,13.3,22.8,60.0,13.9,25.6
DISKBUSY,T0008,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1
DISKREAD,T0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0008,24.0,0.0,9.2,0.0,9.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,24.0,0.0,0.0,3.5,0.4,2.3
DISKXFER,T0008,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,6.0,0.0,0.0,0.9,0.1,0.6
DISKBSIZE,T0008,8.1,0.0,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0009,00:40:03,14-NOV-2016
CPU001,T0009,0.4,0.1,0.1,99.4
CPU002,T0009,1.1,0.3,0.0,98.6
CPU003,T0009,3.4,0.5,0.0,96.1
CPU004,T0009,14.1,1.8,0.0,84.0
CPU005,T0009,0.7,0.1,0.0,99.2
CPU006,T0009,0.3,0.4,0.0,99.3
CPU007,T0009,0.1,0.1,0.0,99.8
CPU008,T0009,0.1,0.2,0.0,99.7
CPU009,T0009,0.2,0.1,0.1,99.6
CPU010,T0009,0.3,0.1,0.0,99.6
CPU011,T0009,0.1,0.1,0.2,99.6
CPU012,T0009,0.2,0.2,0.0,99.6
CPU_ALL,T0009,1.7,0.3,0.0,97.9,,12
MEM,T0009,88670.8,-0.0,-0.0,16384.0,57626.0,-0.0,-0.0,16384.0,-0.0,7693.5,25623.9,-1.0,526.1,0.0,1755.9
VM,T0009,77,0,0,11841,48048,-1,0,20232,0,0,246369,893,0,417480,0,0,0,0,0,0,0,0,0,249818,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0009,2,0,2647.2,-1.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0
NET,T0009,0.3,482.4,1.1,0.3,0.3,368.9,1.1,0.0,
NETPACKET,T0009,1.9,1180.6,5.4,3.3,1.9,1179.1,5.3,0.0,
JFSFILE,T0009,42.2,24.1,36.4,3.5,13.3,22.8,60.0,13.9,25.6
DISKBUSY,T0009,0.1,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0009,26.5,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,26.5,0.0,0.0,3.6,0.0,2.3
DISKXFER,T0009,2.9,0.0,9.7,0.0,9.7,0.0,0.0,0.0,0.0,8.8,0.0,0.0,6.6,0.0,0.0,0.9,0.0,0.6
DISKBSIZE,T0009,9.1,0.0,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0
ZZZZ,T0010,00:45:03,14-NOV-2016
CPU001,T0010,0.1,0.1,0.0,99.8
CPU002,T0010,0.1,0.1,0.0,99.8
CPU003,T0010,3.9,0.5,0.0,95.5
CPU004,T0010,16.8,2.0,0.0,81.2
CPU005,T0010,0.5,0.1,0.0,99.4
CPU006,T0010,0.2,0.4,0.0,99.4
CPU007,T0010,0.1,0.1,0.0,99.8
CPU008,T0010,0.1,0.1,0.0,99.8
CPU009,T0010,0.3,0.1,0.0,99.7
CPU010,T0010,0.1,0.1,0.0,99.8
CPU011,T0010,0.1,0.0,0.0,99.9
CPU012,T0010,0.1,0.2,0.0,99.7
CPU_ALL,T0010,1.8,0.3,0.0,97.9,,12
MEM,T0010,88670.8,-0.0,-0.0,16384.0,57598.3,-0.0,-0.0,16384.0,-0.0,7694.4,25652.3,-1.0,526.5,0.0,1755.9
VM,T0010,40,0,0,11843,48058,-1,0,9272,0,0,211206,376,0,282548,0,0,0,0,0,0,0,0,0,218508,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0010,1,0,2838.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
NET,T0010,0.3,572.9,0.9,0.2,0.3,408.5,1.0,0.0,
NETPACKET,T0010,1.4,1281.3,4.9,2.8,1.4,1280.2,4.9,0.0,
JFSFILE,T0010,42.2,24.1,36.4,3.5,13.3,22.8,60.0,13.9,25.6
DISKBUSY,T0010,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0010,21.6,0.0,9.3,0.0,9.3,0.0,0.0,0.0,0.0,3.7,0.0,0.0,21.6,0.0,0.0,3.5,0.3,1.9
DISKXFER,T0010,2.8,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,5.4,0.0,0.0,0.9,0.1,0.5
DISKBSIZE,T0010,7.7,0.0,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0011,00:50:03,14-NOV-2016
CPU001,T0011,0.1,0.1,0.0,99.8
CPU002,T0011,0.1,0.1,0.0,99.7
CPU003,T0011,3.1,0.5,0.0,96.4
CPU004,T0011,15.1,1.9,0.0,83.0
CPU005,T0011,0.8,0.1,0.0,99.1
CPU006,T0011,0.3,0.4,0.0,99.3
CPU007,T0011,0.1,0.1,0.0,99.7
CPU008,T0011,0.1,0.2,0.0,99.7
CPU009,T0011,0.3,0.1,0.0,99.7
CPU010,T0011,0.2,0.1,0.0,99.7
CPU011,T0011,0.1,0.0,0.0,99.9
CPU012,T0011,0.2,0.2,0.0,99.6
CPU_ALL,T0011,1.7,0.3,0.0,98.0,,12
MEM,T0011,88670.8,-0.0,-0.0,16384.0,57595.9,-0.0,-0.0,16384.0,-0.0,7694.5,25655.2,-1.0,526.9,0.0,1754.9
VM,T0011,72,0,0,11667,47512,-1,0,8296,0,0,234023,503,0,406594,0,0,0,0,0,0,0,0,0,234450,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0011,1,0,2558.2,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0
NET,T0011,0.3,468.9,1.2,0.3,0.3,352.7,1.2,0.0,
NETPACKET,T0011,1.9,1139.5,5.9,3.2,1.9,1135.0,5.8,0.0,
JFSFILE,T0011,42.2,24.1,36.4,3.5,13.4,22.8,60.0,13.9,25.6
DISKBUSY,T0011,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0011,18.7,0.0,8.9,0.0,8.9,0.0,0.0,0.0,0.0,2.8,0.0,0.0,18.7,0.0,0.0,3.5,0.4,2.2
DISKXFER,T0011,2.8,0.0,1.9,0.0,1.9,0.0,0.0,0.0,0.0,0.7,0.0,0.0,4.7,0.0,0.0,0.9,0.1,0.6
DISKBSIZE,T0011,6.6,0.0,4.7,0.0,4.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0012,00:55:03,14-NOV-2016
CPU001,T0012,0.1,0.0,0.0,99.8
CPU002,T0012,0.1,0.1,0.0,99.8
CPU003,T0012,4.4,0.6,0.0,94.9
CPU004,T0012,18.1,2.2,0.0,79.7
CPU005,T0012,0.6,0.1,0.0,99.3
CPU006,T0012,0.2,0.4,0.0,99.4
CPU007,T0012,0.1,0.0,0.0,99.8
CPU008,T0012,0.0,0.1,0.0,99.9
CPU009,T0012,0.2,0.0,0.0,99.8
CPU010,T0012,0.1,0.1,0.0,99.8
CPU011,T0012,0.1,0.1,0.0,99.9
CPU012,T0012,0.2,0.2,0.0,99.6
CPU_ALL,T0012,2.0,0.3,0.0,97.7,,12
MEM,T0012,88670.8,-0.0,-0.0,16384.0,57586.5,-0.0,-0.0,16384.0,-0.0,7696.8,25665.3,-1.0,527.3,0.0,1755.9
VM,T0012,41,3,0,11667,47522,-1,0,9564,0,0,217473,475,0,281796,0,0,0,0,0,0,0,0,0,220328,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0012,2,0,3036.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
NET,T0012,0.3,628.8,1.3,0.3,0.3,448.2,1.3,0.0,
NETPACKET,T0012,1.4,1392.5,5.9,3.0,1.4,1390.2,5.9,0.0,
JFSFILE,T0012,42.2,24.1,36.4,3.5,13.4,22.8,60.0,13.9,25.6
DISKBUSY,T0012,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0012,22.5,0.0,9.3,0.0,9.3,0.0,0.0,0.0,0.0,3.1,0.0,0.0,22.5,0.0,0.0,3.5,0.2,2.5
DISKXFER,T0012,2.8,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,5.6,0.0,0.0,0.9,0.0,0.6
DISKBSIZE,T0012,8.0,0.0,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0013,01:00:03,14-NOV-2016
CPU001,T0013,0.4,0.1,0.0,99.5
CPU002,T0013,0.9,0.2,0.0,98.9
CPU003,T0013,2.8,0.5,0.0,96.7
CPU004,T0013,13.4,1.8,0.0,84.8
CPU005,T0013,0.7,0.1,0.1,99.1
CPU006,T0013,0.3,0.4,0.0,99.4
CPU007,T0013,0.1,0.0,0.0,99.9
CPU008,T0013,0.1,0.1,0.0,99.7
CPU009,T0013,0.3,0.1,0.0,99.6
CPU010,T0013,0.2,0.2,0.0,99.7
CPU011,T0013,0.1,0.1,0.2,99.6
CPU012,T0013,0.2,0.2,0.0,99.6
CPU_ALL,T0013,1.6,0.3,0.0,98.1,,12
MEM,T0013,88670.8,-0.0,-0.0,16384.0,57559.4,-0.0,-0.0,16384.0,-0.0,7696.6,25694.4,-1.0,527.6,0.0,1753.4
VM,T0013,28,0,0,11643,47588,-1,0,16376,0,0,234721,825,0,403840,0,0,0,0,0,0,0,0,0,241742,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0013,1,0,2509.5,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0
NET,T0013,0.3,450.8,0.9,0.3,0.3,343.5,1.0,0.0,
NETPACKET,T0013,1.9,1102.3,5.0,3.3,1.9,1100.3,5.0,0.0,
JFSFILE,T0013,42.2,24.1,36.4,3.5,13.4,22.8,60.0,13.9,25.6
DISKBUSY,T0013,0.1,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0013,18.4,0.0,36.2,0.0,36.2,0.0,0.0,0.0,0.0,30.3,0.0,0.0,18.4,0.0,0.0,3.4,0.2,2.3
DISKXFER,T0013,2.9,0.0,8.5,0.0,8.5,0.0,0.0,0.0,0.0,7.6,0.0,0.0,4.6,0.0,0.0,0.9,0.0,0.6
DISKBSIZE,T0013,6.2,0.0,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0014,01:05:03,14-NOV-2016
CPU001,T0014,0.1,0.0,0.0,99.8
CPU002,T0014,0.1,0.1,0.0,99.8
CPU003,T0014,4.9,0.7,0.0,94.3
CPU004,T0014,17.7,2.1,0.0,80.2
CPU005,T0014,0.5,0.1,0.0,99.5
CPU006,T0014,0.2,0.3,0.0,99.5
CPU007,T0014,0.1,0.1,0.0,99.8
CPU008,T0014,0.1,0.2,0.0,99.8
CPU009,T0014,0.1,0.1,0.0,99.8
CPU010,T0014,0.1,0.1,0.0,99.8
CPU011,T0014,0.1,0.0,0.0,99.9
CPU012,T0014,0.1,0.1,0.0,99.8
CPU_ALL,T0014,2.0,0.3,0.0,97.7,,12
MEM,T0014,88670.8,-0.0,-0.0,16384.0,57538.6,-0.0,-0.0,16384.0,-0.0,7699.6,25715.7,-1.0,528.0,0.0,1754.4
VM,T0014,58,0,0,11657,47486,-1,0,10248,0,0,220935,660,0,303203,0,0,0,0,0,0,0,0,0,226663,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0014,1,0,3064.6,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
NET,T0014,0.3,623.5,1.2,0.3,0.3,447.0,1.2,0.0,
NETPACKET,T0014,1.4,1415.7,5.5,3.0,1.4,1407.3,5.5,0.0,
JFSFILE,T0014,42.2,24.1,36.4,3.5,13.4,22.8,60.0,13.9,25.6
DISKBUSY,T0014,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0014,24.8,0.0,9.4,0.0,9.4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,24.8,0.0,0.0,3.5,0.5,2.4
DISKXFER,T0014,2.9,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,6.2,0.0,0.0,0.9,0.1,0.6
DISKBSIZE,T0014,8.5,0.0,4.7,0.0,4.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0015,01:10:03,14-NOV-2016
CPU001,T0015,0.1,0.1,0.0,99.7
CPU002,T0015,0.1,0.2,0.0,99.7
CPU003,T0015,3.8,0.5,0.0,95.6
CPU004,T0015,14.9,1.8,0.0,83.4
CPU005,T0015,0.7,0.1,0.0,99.2
CPU006,T0015,0.2,0.4,0.0,99.4
CPU007,T0015,0.2,0.0,0.0,99.8
CPU008,T0015,0.1,0.2,0.0,99.7
CPU009,T0015,0.2,0.1,0.0,99.7
CPU010,T0015,0.3,0.1,0.0,99.6
CPU011,T0015,0.1,0.1,0.0,99.9
CPU012,T0015,0.3,0.2,0.0,99.5
CPU_ALL,T0015,1.8,0.3,0.0,97.9,,12
MEM,T0015,88670.8,-0.0,-0.0,16384.0,57528.0,-0.0,-0.0,16384.0,-0.0,7700.3,25724.7,-1.0,528.4,0.0,1753.3
VM,T0015,55,0,0,11716,47616,-1,0,10376,0,0,233854,652,0,405489,0,0,0,0,0,0,0,0,0,235977,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0015,1,0,2634.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0
NET,T0015,0.3,490.2,1.0,0.3,0.3,378.1,1.2,0.0,
NETPACKET,T0015,1.9,1174.6,5.3,3.6,1.9,1170.0,5.2,0.0,
JFSFILE,T0015,42.2,24.1,36.4,3.5,13.4,22.8,60.0,13.9,25.6
DISKBUSY,T0015,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0015,25.4,0.0,9.2,0.0,9.2,0.0,0.0,0.0,0.0,3.1,0.0,0.0,25.4,0.0,0.0,3.5,0.3,2.3
DISKXFER,T0015,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,6.3,0.0,0.0,0.9,0.1,0.6
DISKBSIZE,T0015,8.3,0.0,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0016,01:15:03,14-NOV-2016
CPU001,T0016,0.1,0.0,0.1,99.8
CPU002,T0016,0.1,0.1,0.0,99.8
CPU003,T0016,4.8,0.7,0.0,94.5
CPU004,T0016,16.3,1.9,0.0,81.8
CPU005,T0016,0.5,0.1,0.0,99.4
CPU006,T0016,0.2,0.3,0.0,99.4
CPU007,T0016,0.1,0.0,0.0,99.9
CPU008,T0016,0.1,0.1,0.0,99.8
CPU009,T0016,0.2,0.1,0.0,99.7
CPU010,T0016,0.1,0.1,0.0,99.7
CPU011,T0016,0.2,0.0,0.0,99.8
CPU012,T0016,0.1,0.2,0.0,99.7
CPU_ALL,T0016,1.9,0.3,0.0,97.8,,12
MEM,T0016,88670.8,-0.0,-0.0,16384.0,57516.6,-0.0,-0.0,16384.0,-0.0,7703.0,25737.2,-1.0,528.7,0.0,1754.4
VM,T0016,58,1,0,11647,47619,-1,0,9776,0,0,207887,551,0,275507,0,0,0,0,0,0,0,0,0,211227,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0016,1,0,2837.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
NET,T0016,0.3,578.8,1.0,0.3,0.3,417.1,1.0,0.0,
NETPACKET,T0016,1.4,1289.8,5.1,3.0,1.4,1289.7,5.0,0.0,
JFSFILE,T0016,42.2,24.1,36.4,3.5,13.4,22.8,60.0,13.9,25.6
DISKBUSY,T0016,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0016,23.5,0.0,9.1,0.0,9.1,0.0,0.0,0.0,0.0,3.5,0.0,0.0,23.5,0.0,0.0,3.4,0.3,2.0
DISKXFER,T0016,2.8,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,5.9,0.0,0.0,0.8,0.1,0.5
DISKBSIZE,T0016,8.3,0.0,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0
ZZZZ,T0017,01:20:03,14-NOV-2016
CPU001,T0017,0.1,0.1,0.1,99.7
CPU002,T0017,0.1,0.2,0.0,99.7
CPU003,T0017,3.3,0.6,0.0,96.1
CPU004,T0017,12.6,1.6,0.0,85.8
CPU005,T0017,0.4,0.1,0.1,99.4
CPU006,T0017,0.4,0.4,0.0,99.2
CPU007,T0017,0.3,0.0,0.0,99.7
CPU008,T0017,0.1,0.2,0.0,99.7
CPU009,T0017,0.2,0.1,0.0,99.7
CPU010,T0017,0.2,0.2,0.0,99.6
CPU011,T0017,0.1,0.1,0.0,99.8
CPU012,T0017,0.1,0.2,0.0,99.7
CPU_ALL,T0017,1.5,0.3,0.0,98.2,,12
MEM,T0017,88670.8,-0.0,-0.0,16384.0,57505.5,-0.0,-0.0,16384.0,-0.0,7705.6,25746.2,-1.0,529.2,0.0,1754.7
VM,T0017,51,0,0,11665,47624,-1,0,19192,0,0,221279,787,0,395037,0,0,0,0,0,0,0,0,0,223875,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0017,1,0,2292.3,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0
NET,T0017,0.3,417.1,1.1,0.3,0.3,324.4,1.1,0.0,
NETPACKET,T0017,1.9,988.0,5.1,3.2,1.9,965.9,5.2,0.0,
JFSFILE,T0017,42.2,24.1,36.4,3.5,13.4,22.8,60.0,13.9,25.6
DISKBUSY,T0017,0.1,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
DISKREAD,T0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
