AAA,progname,nmon
AAA,command,/usr/local/bin/nmon -f -t -F /var/log/nmon/kc1prapkc02_20161114_nmon.csv 
AAA,version,14i
AAA,disks_per_line,150
CPU003,T0021,0.1,0.1,0.3,99.5
CPU004,T0021,0.1,0.2,0.0,99.7
CPU005,T0021,0.1,0.0,0.1,99.8
CPU006,T0021,0.1,0.1,0.0,99.8
CPU_ALL,T0021,0.1,0.1,0.1,99.7,,6
MEM,T0021,88673.0,-0.0,-0.0,16384.0,75276.1,-0.0,-0.0,16383.8,-0.0,1749.6,10371.7,-1.0,410.3,0.1,1003.5
VM,T0021,32,2,0,6446,45510,-1,0,4492,0,0,112936,147,0,295845,0,0,0,0,0,0,0,0,0,113800,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0021,1,0,268.1,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
NET,T0021,0.0,0.9,0.2,0.3,0.0,1.0,0.1,0.0,
NETPACKET,T0021,0.0,5.4,2.3,3.3,0.0,3.5,1.5,0.0,
JFSFILE,T0021,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0021,0.5,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.1,0.0,0.0
DISKREAD,T0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0021,8.7,0.0,7.9,0.8,6.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,6.3,0.0,0.0,3.2,0.0,2.0,0.8,0.0
DISKXFER,T0021,1.9,0.0,1.7,0.2,1.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.6,0.0,0.0,0.8,0.0,0.5,0.2,0.0
DISKBSIZE,T0021,4.6,0.0,4.6,4.2,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0022,01:45:02,14-NOV-2016
CPU001,T0022,0.1,0.1,0.0,99.8
CPU002,T0022,0.2,0.3,0.0,99.5
CPU003,T0022,0.1,0.1,0.1,99.7
CPU004,T0022,0.1,0.1,0.0,99.8
CPU005,T0022,0.1,0.1,0.0,99.8
CPU006,T0022,0.1,0.1,0.0,99.8
CPU_ALL,T0022,0.1,0.1,0.0,99.7,,6
MEM,T0022,88673.0,-0.0,-0.0,16384.0,75272.0,-0.0,-0.0,16383.8,-0.0,1749.6,10375.9,-1.0,410.7,0.1,1003.5
VM,T0022,35,0,0,6505,45546,-1,0,4500,0,0,72923,143,0,154629,0,0,0,0,0,0,0,0,0,73982,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0022,1,0,250.0,-1.0,-1.0,-1.0,1.2,-1.0,-1.0,-1.0
NET,T0022,0.0,0.9,0.2,0.3,0.0,0.9,0.1,0.0,
NETPACKET,T0022,0.0,4.6,2.3,3.0,0.0,3.2,1.5,0.0,
JFSFILE,T0022,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0022,0.3,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0022,8.6,0.0,7.5,1.1,6.4,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,6.4,0.0,0.0,3.2,0.0,1.4,1.0,0.1
DISKXFER,T0022,1.8,0.0,1.6,0.3,1.6,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.6,0.0,0.0,0.8,0.0,0.3,0.2,0.0
DISKBSIZE,T0022,4.7,0.0,4.8,4.3,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
ZZZZ,T0023,01:50:02,14-NOV-2016
CPU001,T0023,0.1,0.1,0.0,99.8
CPU002,T0023,0.3,0.3,0.0,99.4
CPU003,T0023,0.1,0.1,0.1,99.7
CPU004,T0023,0.1,0.1,0.0,99.8
CPU005,T0023,0.1,0.0,0.0,99.8
CPU006,T0023,0.1,0.1,0.0,99.7
CPU_ALL,T0023,0.1,0.1,0.0,99.7,,6
MEM,T0023,88673.0,-0.0,-0.0,16384.0,75267.1,-0.0,-0.0,16383.8,-0.0,1749.7,10380.1,-1.0,411.2,0.1,1003.7
VM,T0023,38,0,0,6474,45513,-1,0,4588,0,0,110402,126,0,291798,0,0,0,0,0,0,0,0,0,111597,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0023,1,0,277.7,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
NET,T0023,0.0,0.9,0.4,0.3,0.0,1.0,0.2,0.0,
NETPACKET,T0023,0.0,5.4,3.3,3.3,0.0,3.5,2.0,0.0,
JFSFILE,T0023,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0023,0.3,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0023,8.7,0.0,7.9,0.8,6.6,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,6.6,0.0,0.0,3.3,0.0,2.3,0.8,0.0
DISKXFER,T0023,1.9,0.0,1.7,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.6,0.0,0.0,0.8,0.0,0.6,0.2,0.0
DISKBSIZE,T0023,4.7,0.0,4.7,4.3,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0024,01:55:02,14-NOV-2016
CPU001,T0024,0.2,0.2,0.0,99.6
CPU002,T0024,0.1,0.1,0.0,99.7
CPU003,T0024,0.1,0.1,0.2,99.6
CPU004,T0024,0.1,0.1,0.0,99.8
CPU005,T0024,0.1,0.1,0.2,99.6
CPU006,T0024,0.1,0.1,0.0,99.8
CPU_ALL,T0024,0.1,0.1,0.1,99.7,,6
MEM,T0024,88673.0,-0.0,-0.0,16384.0,75263.6,-0.0,-0.0,16383.8,-0.0,1749.7,10384.3,-1.0,411.8,0.1,1003.3
VM,T0024,28,0,0,6454,45510,-1,0,10444,0,0,72685,254,0,153507,0,0,0,0,0,0,0,0,0,73684,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0024,1,0,266.3,-1.0,-1.0,-1.0,1.1,-1.0,-1.0,-1.0
NET,T0024,0.0,0.7,0.2,0.2,0.0,0.9,0.1,0.0,
NETPACKET,T0024,0.0,4.5,2.3,2.9,0.0,3.0,1.5,0.0,
JFSFILE,T0024,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0024,0.5,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0024,28.6,0.0,28.0,0.6,6.2,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,6.2,0.0,0.0,3.1,0.0,2.1,0.6,0.0
DISKXFER,T0024,6.7,0.0,6.6,0.1,1.5,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,1.5,0.0,0.0,0.8,0.0,0.5,0.2,0.0
DISKBSIZE,T0024,4.3,0.0,4.3,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0025,02:00:02,14-NOV-2016
CPU001,T0025,0.2,0.2,0.0,99.5
CPU002,T0025,0.1,0.2,0.0,99.7
CPU003,T0025,0.1,0.1,0.1,99.6
CPU004,T0025,0.1,0.2,0.0,99.7
CPU005,T0025,0.1,0.0,0.0,99.9
CPU006,T0025,0.1,0.1,0.0,99.8
CPU_ALL,T0025,0.1,0.1,0.0,99.7,,6
MEM,T0025,88673.0,-0.0,-0.0,16384.0,75257.2,-0.0,-0.0,16383.8,-0.0,1749.7,10390.5,-1.0,412.4,0.1,1003.4
VM,T0025,41,0,0,6477,45522,-1,0,4576,0,0,112708,140,0,295161,0,0,0,0,0,0,0,0,0,114322,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0025,1,0,257.5,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
NET,T0025,0.0,0.9,0.5,0.3,0.0,1.0,0.1,0.0,
NETPACKET,T0025,0.0,6.7,8.0,3.3,0.0,3.5,1.5,0.0,
JFSFILE,T0025,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0025,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0025,8.7,0.0,7.8,0.9,6.6,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,6.6,0.0,0.0,3.2,0.0,2.0,0.8,0.1
DISKXFER,T0025,1.9,0.0,1.7,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.6,0.0,0.0,0.8,0.0,0.5,0.2,0.0
DISKBSIZE,T0025,4.6,0.0,4.7,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
ZZZZ,T0026,02:05:02,14-NOV-2016
CPU001,T0026,0.1,0.1,0.0,99.8
CPU002,T0026,0.2,0.3,0.0,99.5
CPU003,T0026,0.1,0.1,0.2,99.6
CPU004,T0026,0.1,0.1,0.0,99.8
CPU005,T0026,0.1,0.0,0.0,99.8
CPU006,T0026,0.1,0.1,0.0,99.8
CPU_ALL,T0026,0.1,0.1,0.0,99.7,,6
MEM,T0026,88673.0,-0.0,-0.0,16384.0,75251.5,-0.0,-0.0,16383.8,-0.0,1749.8,10396.3,-1.0,412.8,0.1,1003.4
VM,T0026,28,0,0,6452,45439,-1,0,4376,0,0,74809,125,0,165697,0,0,0,0,0,0,0,0,0,76365,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0026,1,0,254.1,-1.0,-1.0,-1.0,1.3,-1.0,-1.0,-1.0
NET,T0026,0.0,0.6,0.2,0.3,0.0,0.8,0.1,0.0,
NETPACKET,T0026,0.0,4.4,2.3,3.2,0.0,3.0,1.5,0.0,
JFSFILE,T0026,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0026,0.3,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0026,7.9,0.0,7.3,0.7,6.6,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,6.6,0.0,0.0,3.3,0.0,1.6,0.6,0.1
DISKXFER,T0026,1.7,0.0,1.5,0.2,1.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.7,0.0,0.0,0.8,0.0,0.4,0.2,0.0
DISKBSIZE,T0026,4.7,0.0,4.7,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0
ZZZZ,T0027,02:10:02,14-NOV-2016
CPU001,T0027,0.1,0.1,0.0,99.7
CPU002,T0027,0.2,0.3,0.0,99.4
CPU003,T0027,0.1,0.1,0.2,99.6
CPU004,T0027,0.1,0.2,0.0,99.8
CPU005,T0027,0.1,0.1,0.0,99.8
CPU006,T0027,0.1,0.2,0.0,99.8
CPU_ALL,T0027,0.1,0.1,0.0,99.7,,6
MEM,T0027,88673.0,-0.0,-0.0,16384.0,75244.6,-0.0,-0.0,16383.8,-0.0,1749.8,10402.9,-1.0,413.3,0.1,1003.4
VM,T0027,32,0,0,6465,45510,-1,0,4724,0,0,112898,149,0,296336,0,0,0,0,0,0,0,0,0,114482,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0027,1,0,269.6,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
NET,T0027,0.0,0.9,0.2,0.3,0.0,1.0,0.1,0.0,
NETPACKET,T0027,0.0,5.3,2.2,3.3,0.0,3.5,1.5,0.0,
JFSFILE,T0027,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0027,0.3,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0027,9.0,0.0,8.2,0.8,6.8,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,6.8,0.0,0.0,3.3,0.0,2.4,0.8,0.0
DISKXFER,T0027,1.9,0.0,1.8,0.2,1.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.7,0.0,0.0,0.8,0.0,0.6,0.2,0.0
DISKBSIZE,T0027,4.6,0.0,4.7,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0028,02:15:02,14-NOV-2016
CPU001,T0028,8.1,0.9,0.0,91.1
CPU002,T0028,1.6,0.3,0.0,98.1
CPU003,T0028,1.9,0.2,0.1,97.9
CPU004,T0028,4.1,0.2,0.0,95.7
CPU005,T0028,2.0,0.2,0.2,97.7
CPU006,T0028,3.4,0.2,0.0,96.4
CPU_ALL,T0028,3.5,0.3,0.1,96.1,,6
MEM,T0028,88673.0,-0.0,-0.0,16384.0,75275.0,-0.0,-0.0,16383.8,-0.0,1749.9,10373.2,-1.0,414.1,0.1,1002.7
VM,T0028,35,0,0,6602,45844,-1,0,14216,0,0,1476860,489,0,307843,0,0,0,0,0,0,0,0,0,1469159,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0028,1,0,416.9,-1.0,-1.0,-1.0,1.6,-1.0,-1.0,-1.0
NET,T0028,0.0,0.9,0.1,0.2,0.0,1.1,0.1,0.0,
NETPACKET,T0028,0.1,5.1,2.1,2.8,0.1,3.8,1.3,0.0,
JFSFILE,T0028,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0028,0.6,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0028,34.0,0.0,33.3,0.7,13.4,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,13.4,0.0,0.0,3.6,0.6,3.4,0.6,0.1
DISKXFER,T0028,7.9,0.0,7.8,0.2,2.4,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,3.3,0.0,0.0,0.9,0.1,0.8,0.2,0.0
DISKBSIZE,T0028,4.3,0.0,4.3,4.2,5.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
ZZZZ,T0029,02:20:02,14-NOV-2016
CPU001,T0029,0.5,0.2,0.0,99.3
CPU002,T0029,0.3,0.2,0.0,99.4
CPU003,T0029,0.5,0.1,0.1,99.3
CPU004,T0029,0.4,0.2,0.0,99.4
CPU005,T0029,0.6,0.1,0.0,99.2
CPU006,T0029,0.1,0.1,0.0,99.8
CPU_ALL,T0029,0.4,0.2,0.0,99.4,,6
MEM,T0029,88673.0,-0.0,-0.0,16384.0,75258.3,-0.0,-0.0,16383.8,-0.0,1750.0,10389.9,-1.0,414.5,0.1,1002.8
VM,T0029,36,0,0,6513,47432,-1,0,4576,0,0,113270,111,0,298565,0,0,0,0,0,0,0,0,0,117520,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0029,1,0,277.4,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
NET,T0029,0.0,1.2,0.2,0.3,0.0,1.3,0.1,0.0,
NETPACKET,T0029,0.0,5.9,2.3,3.4,0.0,4.1,1.5,0.0,
JFSFILE,T0029,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0029,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0029,8.2,0.0,7.4,0.8,7.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,7.0,0.0,0.0,3.1,0.0,2.0,0.8,0.0
DISKXFER,T0029,1.7,0.0,1.5,0.2,1.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.8,0.0,0.0,0.8,0.0,0.5,0.2,0.0
DISKBSIZE,T0029,4.7,0.0,4.8,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0
ZZZZ,T0030,02:25:02,14-NOV-2016
CPU001,T0030,0.2,0.2,0.0,99.5
CPU002,T0030,0.2,0.1,0.0,99.6
CPU003,T0030,0.3,0.1,0.1,99.5
CPU004,T0030,0.2,0.1,0.0,99.7
CPU005,T0030,0.5,0.1,0.0,99.4
CPU006,T0030,0.2,0.1,0.0,99.6
CPU_ALL,T0030,0.3,0.1,0.0,99.6,,6
MEM,T0030,88673.0,-0.0,-0.0,16384.0,76412.4,-0.0,-0.0,16383.8,-0.0,1749.9,9239.2,-1.0,414.9,0.1,1002.8
VM,T0030,24,0,0,5767,45342,-1,0,4836,0,0,419596,167,0,168047,0,0,0,0,0,0,0,0,0,124110,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0030,1,0,242.5,-1.0,-1.0,-1.0,1.3,-1.0,-1.0,-1.0
NET,T0030,0.0,0.7,0.2,0.2,0.0,0.8,0.1,0.0,
NETPACKET,T0030,0.2,4.4,2.2,2.8,0.2,3.1,1.4,0.0,
JFSFILE,T0030,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0030,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0030,8.8,0.0,8.2,0.7,7.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,7.3,0.0,0.0,3.2,0.1,2.1,0.6,0.1
DISKXFER,T0030,1.9,0.0,1.7,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.8,0.0,0.0,0.8,0.0,0.5,0.2,0.0
DISKBSIZE,T0030,4.7,0.0,4.7,4.2,4.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
ZZZZ,T0031,02:30:02,14-NOV-2016
CPU001,T0031,6.7,0.6,0.0,92.7
CPU002,T0031,3.4,0.3,0.0,96.3
CPU003,T0031,2.7,0.1,0.2,96.9
CPU004,T0031,3.6,0.3,0.0,96.1
CPU005,T0031,2.7,0.1,0.1,97.1
CPU006,T0031,2.9,0.2,0.0,96.9
CPU_ALL,T0031,3.7,0.3,0.1,96.0,,6
MEM,T0031,88673.0,-0.0,-0.0,16384.0,75291.9,-0.0,-0.0,16383.8,-0.0,1750.2,10356.4,-1.0,415.6,0.1,1003.1
VM,T0031,34,0,0,6436,45688,-1,0,6992,0,0,260389,155,0,493367,0,0,0,0,0,0,0,0,0,547152,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0031,1,0,397.4,-1.0,-1.0,-1.0,3.2,-1.0,-1.0,-1.0
NET,T0031,0.0,1.0,0.2,0.3,0.0,1.1,0.1,0.0,
NETPACKET,T0031,0.0,5.6,2.1,3.4,0.0,3.9,1.4,0.0,
JFSFILE,T0031,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0031,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0031,11.0,0.0,10.2,0.9,12.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,12.3,0.0,0.0,3.6,0.2,3.7,0.8,0.1
DISKXFER,T0031,2.3,0.0,2.1,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,3.1,0.0,0.0,0.9,0.0,0.9,0.2,0.0
DISKBSIZE,T0031,4.7,0.0,4.7,4.2,5.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0
ZZZZ,T0032,02:35:02,14-NOV-2016
CPU001,T0032,0.2,0.2,0.0,99.5
CPU002,T0032,0.2,0.2,0.0,99.7
CPU003,T0032,0.2,0.1,0.1,99.7
CPU004,T0032,0.2,0.1,0.0,99.7
CPU005,T0032,0.1,0.1,0.1,99.7
CPU006,T0032,0.1,0.1,0.0,99.9
CPU_ALL,T0032,0.1,0.1,0.0,99.7,,6
MEM,T0032,88673.0,-0.0,-0.0,16384.0,75286.4,-0.0,-0.0,16383.8,-0.0,1750.2,10362.7,-1.0,416.0,0.1,1002.1
VM,T0032,19,0,0,6440,45688,-1,0,11092,0,0,79599,423,0,168317,0,0,0,0,0,0,0,0,0,81025,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0032,1,0,284.4,-1.0,-1.0,-1.0,1.3,-1.0,-1.0,-1.0
NET,T0032,0.0,1.0,0.2,0.3,0.0,1.1,0.1,0.0,
NETPACKET,T0032,0.0,5.1,2.3,3.0,0.0,3.6,1.5,0.0,
JFSFILE,T0032,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0032,0.6,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
DISKREAD,T0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0032,30.4,0.0,29.8,0.6,6.5,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.0,6.5,0.0,0.0,3.5,0.0,1.7,0.6,0.0
DISKXFER,T0032,7.1,0.0,7.0,0.1,1.6,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,1.6,0.0,0.0,0.9,0.0,0.4,0.2,0.0
DISKBSIZE,T0032,4.3,0.0,4.3,4.2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0
ZZZZ,T0033,02:40:02,14-NOV-2016
CPU001,T0033,2.4,0.2,0.0,97.4
CPU002,T0033,6.5,0.7,0.0,92.8
CPU003,T0033,5.0,0.3,0.1,94.6
CPU004,T0033,1.8,0.2,0.0,98.0
CPU005,T0033,0.9,0.1,0.0,99.0
CPU006,T0033,4.0,0.2,0.0,95.8
CPU_ALL,T0033,3.4,0.3,0.0,96.3,,6
MEM,T0033,88673.0,-0.0,-0.0,16384.0,75790.2,-0.0,-0.0,16383.8,-0.0,1750.4,9859.8,-1.0,416.6,0.1,1002.3
VM,T0033,39,0,0,6319,45813,-1,0,7256,0,0,1318175,206,0,476822,0,0,0,0,0,0,0,0,0,1189229,0,0,0,0,0,0,0,0,0,0,0,0,0
PROC,T0033,1,0,401.5,-1.0,-1.0,-1.0,3.3,-1.0,-1.0,-1.0
NET,T0033,0.0,1.0,0.1,0.3,0.0,1.1,0.1,0.0,
NETPACKET,T0033,0.1,5.7,2.1,3.2,0.1,4.0,1.4,0.0,
JFSFILE,T0033,37.1,24.1,9.4,3.5,13.4,12.4,5.1,22.8,26.3,13.9,1.6
DISKBUSY,T0033,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0
DISKREAD,T0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISKWRITE,T0033,11.4,0.0,10.6,0.8,12.8,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,12.8,0.0,0.0,3.8,0.3,3.8,0.8,0.0
DISKXFER,T0033,2.3,0.0,2.2,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,3.2,0.0,0.0,0.9,0.1,1.0,0.2,0.0
DISKBSIZE,T0033,4.9,0.0,4.9,4.2,5.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0
ZZZZ,T0034,02:45:02,14-NOV-2016
CPU001,T0034,0.2,0.1,0.0,99.7
CPU002,T0034,0.4,0.3,0.0,99.3
CPU003,T0034,0.1,0.1,0.1,99.7
CPU004,T0034,0.1,0.1,0.0,99.7
CPU005,T0034,0.1,0.1,0.0,99.8
CPU006,T0034,0.2,0.1,0.0,99.7
CPU_ALL,T0034,0.2,0.1,0.0,99.7,,6
MEM,T0034,88673.0,-0.0,-0.0,16384.0,75401.9,-0.0,-0.0,16383.8,-0.0,1750.4,10247.7,-1.0,417.1,0.1,1002.3
VM,T0034,22,0,0,6381,45688,-1,0,4480,0,0,330816,126,0,157050,0,0,0,0,0,0,0,0,0,430256,0,0,0,0,0,0,0,0,0,0,0,0,0
